SÃ£O JERÃ´NIMO  código:431840

Descrição,Valor,Unidade
Total de endereços urbanos,7471,endereços
Total de endereços rurais,2251,endereços
Total de estabelecimentos de ensino,20,estabelecimentos
Total de estabelecimentos de saúde,28,estabelecimentos
Domicílios particulares permanentes,7341,domicílios
Domicílios particulares permanentes - abastecimento de água - Rede geral,5619,domicílios
Domicílios particulares permanentes - energia elétrica - Tinham,7246,domicílios
População residente ,22134,pessoas
População residente - Homens,11026,pessoas
População residente - Mulheres,11108,pessoas
População residente alfabetizada,18667,pessoas
População residente - cor ou raça - Branca,18724,pessoas
População residente - cor ou raça - Preta,1222,pessoas
População residente - cor ou raça - Parda,2017,pessoas
População residente - classes de rendimento nominal mensal - Até 1/4 de salário mínimo ,419,pessoas
População residente - classes de rendimento nominal mensal - Mais de 30 salários mínimos ,21,pessoas
Área da unidade territorial,936.379,Km²
Eleitorado,16205,Eleitores
PIB per capita a preços correntes,13038.75,Reais
Matrícula - Ensino fundamental - 2009,3444,Matrículas
Matrícula - Ensino médio - 2009,485,Matrículas
Docentes - Ensino fundamental - 2009,184,Docentes
Docentes - Ensino médio - 2009,51,Docentes
Estabelecimentos de Saúde SUS,12,estabelecimentos
Nascidos vivos -  registrados - lugar do registro,286,pessoas
Receitas orçamentárias realizadas - Correntes,2569410354,Reais
Despesas orçamentárias empenhadas - Correntes,1985207758,Reais
Valor do Fundo de Participação dos Municípios  - FPM,784971777,Reais
Número de unidades locais,762,Unidades
Pessoal ocupado total,4119,Pessoas
Fonte:IBGE - Instituto Brasileiro de Geografia e Estatística

