NONOAI  código:431270

Descrição,Valor,Unidade
Total de endereços urbanos,3917,endereços
Total de endereços rurais,1085,endereços
Total de estabelecimentos de ensino,14,estabelecimentos
Total de estabelecimentos de saúde,20,estabelecimentos
Domicílios particulares permanentes,3937,domicílios
Domicílios particulares permanentes - abastecimento de água - Rede geral,3406,domicílios
Domicílios particulares permanentes - energia elétrica - Tinham,3905,domicílios
População residente ,12074,pessoas
População residente - Homens,5932,pessoas
População residente - Mulheres,6142,pessoas
População residente alfabetizada,10041,pessoas
População residente - cor ou raça - Branca,8547,pessoas
População residente - cor ou raça - Preta,355,pessoas
População residente - cor ou raça - Parda,2198,pessoas
População residente - classes de rendimento nominal mensal - Até 1/4 de salário mínimo ,406,pessoas
População residente - classes de rendimento nominal mensal - Mais de 30 salários mínimos ,6,pessoas
Área da unidade territorial,469.311,Km²
Eleitorado,9492,Eleitores
PIB per capita a preços correntes,12400.88,Reais
Matrícula - Ensino fundamental - 2009,2078,Matrículas
Matrícula - Ensino médio - 2009,408,Matrículas
Docentes - Ensino fundamental - 2009,130,Docentes
Docentes - Ensino médio - 2009,44,Docentes
Estabelecimentos de Saúde SUS,8,estabelecimentos
Nascidos vivos -  registrados - lugar do registro,243,pessoas
Receitas orçamentárias realizadas - Correntes,1722848961,Reais
Despesas orçamentárias empenhadas - Correntes,1351943141,Reais
Valor do Fundo de Participação dos Municípios  - FPM,533071692,Reais
Número de unidades locais,413,Unidades
Pessoal ocupado total,1866,Pessoas
Fonte:IBGE - Instituto Brasileiro de Geografia e Estatística

