SAGRADA FAMÃ­LIA  código:431642

Descrição,Valor,Unidade
Total de endereços urbanos,381,endereços
Total de endereços rurais,674,endereços
Total de estabelecimentos de ensino,8,estabelecimentos
Total de estabelecimentos de saúde,3,estabelecimentos
Domicílios particulares permanentes,853,domicílios
Domicílios particulares permanentes - abastecimento de água - Rede geral,773,domicílios
Domicílios particulares permanentes - energia elétrica - Tinham,844,domicílios
População residente ,2595,pessoas
População residente - Homens,1339,pessoas
População residente - Mulheres,1256,pessoas
População residente alfabetizada,2128,pessoas
População residente - cor ou raça - Branca,1905,pessoas
População residente - cor ou raça - Preta,70,pessoas
População residente - cor ou raça - Parda,602,pessoas
População residente - classes de rendimento nominal mensal - Até 1/4 de salário mínimo ,168,pessoas
População residente - classes de rendimento nominal mensal - Mais de 30 salários mínimos ,1,pessoas
Área da unidade territorial,78.254,Km²
Eleitorado,1802,Eleitores
PIB per capita a preços correntes,10526.95,Reais
Matrícula - Ensino fundamental - 2009,394,Matrículas
Matrícula - Ensino médio - 2009,108,Matrículas
Docentes - Ensino fundamental - 2009,33,Docentes
Docentes - Ensino médio - 2009,16,Docentes
Estabelecimentos de Saúde SUS,1,estabelecimentos
Nascidos vivos -  registrados - lugar do registro,-,pessoas
Receitas orçamentárias realizadas - Correntes,679763261,Reais
Despesas orçamentárias empenhadas - Correntes,494332980,Reais
Valor do Fundo de Participação dos Municípios  - FPM,398917559,Reais
Número de unidades locais,78,Unidades
Pessoal ocupado total,257,Pessoas
Fonte:IBGE - Instituto Brasileiro de Geografia e Estatística

