IBIRUBÃ¡  código:431000

Descrição,Valor,Unidade
Total de endereços urbanos,6867,endereços
Total de endereços rurais,1685,endereços
Total de estabelecimentos de ensino,19,estabelecimentos
Total de estabelecimentos de saúde,48,estabelecimentos
Domicílios particulares permanentes,6759,domicílios
Domicílios particulares permanentes - abastecimento de água - Rede geral,5683,domicílios
Domicílios particulares permanentes - energia elétrica - Tinham,6752,domicílios
População residente ,19310,pessoas
População residente - Homens,9472,pessoas
População residente - Mulheres,9838,pessoas
População residente alfabetizada,17381,pessoas
População residente - cor ou raça - Branca,16636,pessoas
População residente - cor ou raça - Preta,227,pessoas
População residente - cor ou raça - Parda,2369,pessoas
População residente - classes de rendimento nominal mensal - Até 1/4 de salário mínimo ,220,pessoas
População residente - classes de rendimento nominal mensal - Mais de 30 salários mínimos ,45,pessoas
Área da unidade territorial,607.456,Km²
Eleitorado,15107,Eleitores
PIB per capita a preços correntes,26843.85,Reais
Matrícula - Ensino fundamental - 2009,2258,Matrículas
Matrícula - Ensino médio - 2009,733,Matrículas
Docentes - Ensino fundamental - 2009,159,Docentes
Docentes - Ensino médio - 2009,59,Docentes
Estabelecimentos de Saúde SUS,11,estabelecimentos
Nascidos vivos -  registrados - lugar do registro,226,pessoas
Receitas orçamentárias realizadas - Correntes,2736873781,Reais
Despesas orçamentárias empenhadas - Correntes,2086915112,Reais
Valor do Fundo de Participação dos Municípios  - FPM,797877685,Reais
Número de unidades locais,893,Unidades
Pessoal ocupado total,7999,Pessoas
Fonte:IBGE - Instituto Brasileiro de Geografia e Estatística

