MONTE BELO DO SUL  código:431238

Descrição,Valor,Unidade
Total de endereços urbanos,383,endereços
Total de endereços rurais,764,endereços
Total de estabelecimentos de ensino,4,estabelecimentos
Total de estabelecimentos de saúde,8,estabelecimentos
Domicílios particulares permanentes,826,domicílios
Domicílios particulares permanentes - abastecimento de água - Rede geral,736,domicílios
Domicílios particulares permanentes - energia elétrica - Tinham,826,domicílios
População residente ,2670,pessoas
População residente - Homens,1345,pessoas
População residente - Mulheres,1325,pessoas
População residente alfabetizada,2503,pessoas
População residente - cor ou raça - Branca,2615,pessoas
População residente - cor ou raça - Preta,10,pessoas
População residente - cor ou raça - Parda,42,pessoas
População residente - classes de rendimento nominal mensal - Até 1/4 de salário mínimo ,10,pessoas
População residente - classes de rendimento nominal mensal - Mais de 30 salários mínimos ,-,pessoas
Área da unidade territorial,68.369,Km²
Eleitorado,2601,Eleitores
PIB per capita a preços correntes,20008.83,Reais
Matrícula - Ensino fundamental - 2009,241,Matrículas
Matrícula - Ensino médio - 2009,120,Matrículas
Docentes - Ensino fundamental - 2009,27,Docentes
Docentes - Ensino médio - 2009,12,Docentes
Estabelecimentos de Saúde SUS,1,estabelecimentos
Nascidos vivos -  registrados - lugar do registro,10,pessoas
Receitas orçamentárias realizadas - Correntes,845426126,Reais
Despesas orçamentárias empenhadas - Correntes,615961720,Reais
Valor do Fundo de Participação dos Municípios  - FPM,398917557,Reais
Número de unidades locais,124,Unidades
Pessoal ocupado total,740,Pessoas
Fonte:IBGE - Instituto Brasileiro de Geografia e Estatística

