IBIAÃ§Ã¡  código:430980

Descrição,Valor,Unidade
Total de endereços urbanos,1430,endereços
Total de endereços rurais,783,endereços
Total de estabelecimentos de ensino,4,estabelecimentos
Total de estabelecimentos de saúde,11,estabelecimentos
Domicílios particulares permanentes,1647,domicílios
Domicílios particulares permanentes - abastecimento de água - Rede geral,1252,domicílios
Domicílios particulares permanentes - energia elétrica - Tinham,1641,domicílios
População residente ,4710,pessoas
População residente - Homens,2290,pessoas
População residente - Mulheres,2420,pessoas
População residente alfabetizada,4210,pessoas
População residente - cor ou raça - Branca,4057,pessoas
População residente - cor ou raça - Preta,71,pessoas
População residente - cor ou raça - Parda,537,pessoas
População residente - classes de rendimento nominal mensal - Até 1/4 de salário mínimo ,66,pessoas
População residente - classes de rendimento nominal mensal - Mais de 30 salários mínimos ,7,pessoas
Área da unidade territorial,348.818,Km²
Eleitorado,3488,Eleitores
PIB per capita a preços correntes,19345.82,Reais
Matrícula - Ensino fundamental - 2009,565,Matrículas
Matrícula - Ensino médio - 2009,173,Matrículas
Docentes - Ensino fundamental - 2009,55,Docentes
Docentes - Ensino médio - 2009,16,Docentes
Estabelecimentos de Saúde SUS,5,estabelecimentos
Nascidos vivos -  registrados - lugar do registro,35,pessoas
Receitas orçamentárias realizadas - Correntes,1063485956,Reais
Despesas orçamentárias empenhadas - Correntes,753956455,Reais
Valor do Fundo de Participação dos Municípios  - FPM,398917557,Reais
Número de unidades locais,192,Unidades
Pessoal ocupado total,798,Pessoas
Fonte:IBGE - Instituto Brasileiro de Geografia e Estatística

