GARIBALDI  código:430860

Descrição,Valor,Unidade
Total de endereços urbanos,11700,endereços
Total de endereços rurais,1509,endereços
Total de estabelecimentos de ensino,36,estabelecimentos
Total de estabelecimentos de saúde,33,estabelecimentos
Domicílios particulares permanentes,10147,domicílios
Domicílios particulares permanentes - abastecimento de água - Rede geral,8737,domicílios
Domicílios particulares permanentes - energia elétrica - Tinham,10145,domicílios
População residente ,30689,pessoas
População residente - Homens,15221,pessoas
População residente - Mulheres,15468,pessoas
População residente alfabetizada,28142,pessoas
População residente - cor ou raça - Branca,28398,pessoas
População residente - cor ou raça - Preta,403,pessoas
População residente - cor ou raça - Parda,1789,pessoas
População residente - classes de rendimento nominal mensal - Até 1/4 de salário mínimo ,107,pessoas
População residente - classes de rendimento nominal mensal - Mais de 30 salários mínimos ,34,pessoas
Área da unidade territorial,169.237,Km²
Eleitorado,21926,Eleitores
PIB per capita a preços correntes,27401.29,Reais
Matrícula - Ensino fundamental - 2009,3455,Matrículas
Matrícula - Ensino médio - 2009,1095,Matrículas
Docentes - Ensino fundamental - 2009,224,Docentes
Docentes - Ensino médio - 2009,70,Docentes
Estabelecimentos de Saúde SUS,13,estabelecimentos
Nascidos vivos -  registrados - lugar do registro,320,pessoas
Receitas orçamentárias realizadas - Correntes,5437531554,Reais
Despesas orçamentárias empenhadas - Correntes,4469026758,Reais
Valor do Fundo de Participação dos Municípios  - FPM,930812876,Reais
Número de unidades locais,2137,Unidades
Pessoal ocupado total,14762,Pessoas
Fonte:IBGE - Instituto Brasileiro de Geografia e Estatística

