FLORIANO PEIXOTO  código:430825

Descrição,Valor,Unidade
Total de endereços urbanos,187,endereços
Total de endereços rurais,674,endereços
Total de estabelecimentos de ensino,8,estabelecimentos
Total de estabelecimentos de saúde,4,estabelecimentos
Domicílios particulares permanentes,653,domicílios
Domicílios particulares permanentes - abastecimento de água - Rede geral,489,domicílios
Domicílios particulares permanentes - energia elétrica - Tinham,648,domicílios
População residente ,2018,pessoas
População residente - Homens,1081,pessoas
População residente - Mulheres,937,pessoas
População residente alfabetizada,1859,pessoas
População residente - cor ou raça - Branca,1969,pessoas
População residente - cor ou raça - Preta,9,pessoas
População residente - cor ou raça - Parda,38,pessoas
População residente - classes de rendimento nominal mensal - Até 1/4 de salário mínimo ,83,pessoas
População residente - classes de rendimento nominal mensal - Mais de 30 salários mínimos ,-,pessoas
Área da unidade territorial,168.428,Km²
Eleitorado,2002,Eleitores
PIB per capita a preços correntes,14782.48,Reais
Matrícula - Ensino fundamental - 2009,301,Matrículas
Matrícula - Ensino médio - 2009,57,Matrículas
Docentes - Ensino fundamental - 2009,25,Docentes
Docentes - Ensino médio - 2009,11,Docentes
Estabelecimentos de Saúde SUS,1,estabelecimentos
Nascidos vivos -  registrados - lugar do registro,-,pessoas
Receitas orçamentárias realizadas - Correntes,689702721,Reais
Despesas orçamentárias empenhadas - Correntes,520113159,Reais
Valor do Fundo de Participação dos Municípios  - FPM,398917557,Reais
Número de unidades locais,36,Unidades
Pessoal ocupado total,194,Pessoas
Fonte:IBGE - Instituto Brasileiro de Geografia e Estatística

