EUGÃªNIO DE CASTRO  código:430783

Descrição,Valor,Unidade
Total de endereços urbanos,808,endereços
Total de endereços rurais,589,endereços
Total de estabelecimentos de ensino,11,estabelecimentos
Total de estabelecimentos de saúde,3,estabelecimentos
Domicílios particulares permanentes,1024,domicílios
Domicílios particulares permanentes - abastecimento de água - Rede geral,885,domicílios
Domicílios particulares permanentes - energia elétrica - Tinham,1015,domicílios
População residente ,2798,pessoas
População residente - Homens,1415,pessoas
População residente - Mulheres,1383,pessoas
População residente alfabetizada,2472,pessoas
População residente - cor ou raça - Branca,2085,pessoas
População residente - cor ou raça - Preta,75,pessoas
População residente - cor ou raça - Parda,564,pessoas
População residente - classes de rendimento nominal mensal - Até 1/4 de salário mínimo ,79,pessoas
População residente - classes de rendimento nominal mensal - Mais de 30 salários mínimos ,-,pessoas
Área da unidade territorial,419.321,Km²
Eleitorado,2440,Eleitores
PIB per capita a preços correntes,25889.39,Reais
Matrícula - Ensino fundamental - 2009,413,Matrículas
Matrícula - Ensino médio - 2009,87,Matrículas
Docentes - Ensino fundamental - 2009,37,Docentes
Docentes - Ensino médio - 2009,12,Docentes
Estabelecimentos de Saúde SUS,1,estabelecimentos
Nascidos vivos -  registrados - lugar do registro,-,pessoas
Receitas orçamentárias realizadas - Correntes,844327809,Reais
Despesas orçamentárias empenhadas - Correntes,641327372,Reais
Valor do Fundo de Participação dos Municípios  - FPM,398917510,Reais
Número de unidades locais,79,Unidades
Pessoal ocupado total,299,Pessoas
Fonte:IBGE - Instituto Brasileiro de Geografia e Estatística

