DOIS LAJEADOS  código:430645

Descrição,Valor,Unidade
Total de endereços urbanos,770,endereços
Total de endereços rurais,649,endereços
Total de estabelecimentos de ensino,5,estabelecimentos
Total de estabelecimentos de saúde,6,estabelecimentos
Domicílios particulares permanentes,1055,domicílios
Domicílios particulares permanentes - abastecimento de água - Rede geral,731,domicílios
Domicílios particulares permanentes - energia elétrica - Tinham,1053,domicílios
População residente ,3278,pessoas
População residente - Homens,1653,pessoas
População residente - Mulheres,1625,pessoas
População residente alfabetizada,2979,pessoas
População residente - cor ou raça - Branca,3099,pessoas
População residente - cor ou raça - Preta,69,pessoas
População residente - cor ou raça - Parda,103,pessoas
População residente - classes de rendimento nominal mensal - Até 1/4 de salário mínimo ,25,pessoas
População residente - classes de rendimento nominal mensal - Mais de 30 salários mínimos ,1,pessoas
Área da unidade territorial,133.373,Km²
Eleitorado,2569,Eleitores
PIB per capita a preços correntes,16448.92,Reais
Matrícula - Ensino fundamental - 2009,302,Matrículas
Matrícula - Ensino médio - 2009,141,Matrículas
Docentes - Ensino fundamental - 2009,28,Docentes
Docentes - Ensino médio - 2009,14,Docentes
Estabelecimentos de Saúde SUS,2,estabelecimentos
Nascidos vivos -  registrados - lugar do registro,39,pessoas
Receitas orçamentárias realizadas - Correntes,888914959,Reais
Despesas orçamentárias empenhadas - Correntes,650465536,Reais
Valor do Fundo de Participação dos Municípios  - FPM,398917557,Reais
Número de unidades locais,187,Unidades
Pessoal ocupado total,648,Pessoas
Fonte:IBGE - Instituto Brasileiro de Geografia e Estatística

