MINAS DO LEÃ£O  código:431225

Descrição,Valor,Unidade
Total de endereços urbanos,3032,endereços
Total de endereços rurais,184,endereços
Total de estabelecimentos de ensino,6,estabelecimentos
Total de estabelecimentos de saúde,4,estabelecimentos
Domicílios particulares permanentes,2470,domicílios
Domicílios particulares permanentes - abastecimento de água - Rede geral,2374,domicílios
Domicílios particulares permanentes - energia elétrica - Tinham,2455,domicílios
População residente ,7631,pessoas
População residente - Homens,3778,pessoas
População residente - Mulheres,3853,pessoas
População residente alfabetizada,6287,pessoas
População residente - cor ou raça - Branca,6308,pessoas
População residente - cor ou raça - Preta,429,pessoas
População residente - cor ou raça - Parda,890,pessoas
População residente - classes de rendimento nominal mensal - Até 1/4 de salário mínimo ,91,pessoas
População residente - classes de rendimento nominal mensal - Mais de 30 salários mínimos ,2,pessoas
Área da unidade territorial,424.341,Km²
Eleitorado,5550,Eleitores
PIB per capita a preços correntes,11021.88,Reais
Matrícula - Ensino fundamental - 2009,1368,Matrículas
Matrícula - Ensino médio - 2009,245,Matrículas
Docentes - Ensino fundamental - 2009,86,Docentes
Docentes - Ensino médio - 2009,19,Docentes
Estabelecimentos de Saúde SUS,3,estabelecimentos
Nascidos vivos -  registrados - lugar do registro,87,pessoas
Receitas orçamentárias realizadas - Correntes,1151961665,Reais
Despesas orçamentárias empenhadas - Correntes,926034973,Reais
Valor do Fundo de Participação dos Municípios  - FPM,398917557,Reais
Número de unidades locais,227,Unidades
Pessoal ocupado total,1141,Pessoas
Fonte:IBGE - Instituto Brasileiro de Geografia e Estatística

