ARROIO DO PADRE  código:430107

Descrição,Valor,Unidade
Total de endereços urbanos,241,endereços
Total de endereços rurais,656,endereços
Total de estabelecimentos de ensino,8,estabelecimentos
Total de estabelecimentos de saúde,1,estabelecimentos
Domicílios particulares permanentes,708,domicílios
Domicílios particulares permanentes - abastecimento de água - Rede geral,65,domicílios
Domicílios particulares permanentes - energia elétrica - Tinham,707,domicílios
População residente ,2730,pessoas
População residente - Homens,1414,pessoas
População residente - Mulheres,1316,pessoas
População residente alfabetizada,2432,pessoas
População residente - cor ou raça - Branca,2511,pessoas
População residente - cor ou raça - Preta,115,pessoas
População residente - cor ou raça - Parda,83,pessoas
População residente - classes de rendimento nominal mensal - Até 1/4 de salário mínimo ,53,pessoas
População residente - classes de rendimento nominal mensal - Mais de 30 salários mínimos ,3,pessoas
Área da unidade territorial,124.318,Km²
Eleitorado,2111,Eleitores
PIB per capita a preços correntes,8248.84,Reais
Matrícula - Ensino fundamental - 2009,407,Matrículas
Matrícula - Ensino médio - 2009,173,Matrículas
Docentes - Ensino fundamental - 2009,34,Docentes
Docentes - Ensino médio - 2009,11,Docentes
Estabelecimentos de Saúde SUS,2,estabelecimentos
Nascidos vivos -  registrados - lugar do registro,-,pessoas
Receitas orçamentárias realizadas - Correntes,754283825,Reais
Despesas orçamentárias empenhadas - Correntes,586127237,Reais
Valor do Fundo de Participação dos Municípios  - FPM,398922609,Reais
Número de unidades locais,47,Unidades
Pessoal ocupado total,254,Pessoas
Fonte:IBGE - Instituto Brasileiro de Geografia e Estatística

