NOVA ALVORADA  código:431275

Descrição,Valor,Unidade
Total de endereços urbanos,652,endereços
Total de endereços rurais,712,endereços
Total de estabelecimentos de ensino,7,estabelecimentos
Total de estabelecimentos de saúde,8,estabelecimentos
Domicílios particulares permanentes,981,domicílios
Domicílios particulares permanentes - abastecimento de água - Rede geral,833,domicílios
Domicílios particulares permanentes - energia elétrica - Tinham,976,domicílios
População residente ,3182,pessoas
População residente - Homens,1598,pessoas
População residente - Mulheres,1584,pessoas
População residente alfabetizada,2785,pessoas
População residente - cor ou raça - Branca,2754,pessoas
População residente - cor ou raça - Preta,49,pessoas
População residente - cor ou raça - Parda,368,pessoas
População residente - classes de rendimento nominal mensal - Até 1/4 de salário mínimo ,41,pessoas
População residente - classes de rendimento nominal mensal - Mais de 30 salários mínimos ,3,pessoas
Área da unidade territorial,149.362,Km²
Eleitorado,2329,Eleitores
PIB per capita a preços correntes,22585.60,Reais
Matrícula - Ensino fundamental - 2009,455,Matrículas
Matrícula - Ensino médio - 2009,134,Matrículas
Docentes - Ensino fundamental - 2009,40,Docentes
Docentes - Ensino médio - 2009,13,Docentes
Estabelecimentos de Saúde SUS,1,estabelecimentos
Nascidos vivos -  registrados - lugar do registro,23,pessoas
Receitas orçamentárias realizadas - Correntes,1014971497,Reais
Despesas orçamentárias empenhadas - Correntes,699933162,Reais
Valor do Fundo de Participação dos Municípios  - FPM,398917557,Reais
Número de unidades locais,205,Unidades
Pessoal ocupado total,848,Pessoas
Fonte:IBGE - Instituto Brasileiro de Geografia e Estatística

