TIRADENTES DO SUL  código:432147

Descrição,Valor,Unidade
Total de endereços urbanos,1109,endereços
Total de endereços rurais,1805,endereços
Total de estabelecimentos de ensino,11,estabelecimentos
Total de estabelecimentos de saúde,8,estabelecimentos
Domicílios particulares permanentes,2191,domicílios
Domicílios particulares permanentes - abastecimento de água - Rede geral,906,domicílios
Domicílios particulares permanentes - energia elétrica - Tinham,2157,domicílios
População residente ,6461,pessoas
População residente - Homens,3268,pessoas
População residente - Mulheres,3193,pessoas
População residente alfabetizada,5435,pessoas
População residente - cor ou raça - Branca,5661,pessoas
População residente - cor ou raça - Preta,129,pessoas
População residente - cor ou raça - Parda,632,pessoas
População residente - classes de rendimento nominal mensal - Até 1/4 de salário mínimo ,323,pessoas
População residente - classes de rendimento nominal mensal - Mais de 30 salários mínimos ,5,pessoas
Área da unidade territorial,234.483,Km²
Eleitorado,5355,Eleitores
PIB per capita a preços correntes,8451.17,Reais
Matrícula - Ensino fundamental - 2009,978,Matrículas
Matrícula - Ensino médio - 2009,221,Matrículas
Docentes - Ensino fundamental - 2009,79,Docentes
Docentes - Ensino médio - 2009,22,Docentes
Estabelecimentos de Saúde SUS,5,estabelecimentos
Nascidos vivos -  registrados - lugar do registro,62,pessoas
Receitas orçamentárias realizadas - Correntes,910629574,Reais
Despesas orçamentárias empenhadas - Correntes,736536963,Reais
Valor do Fundo de Participação dos Municípios  - FPM,398917557,Reais
Número de unidades locais,160,Unidades
Pessoal ocupado total,387,Pessoas
Fonte:IBGE - Instituto Brasileiro de Geografia e Estatística

