VISTA GAÃºCHA  código:432370

Descrição,Valor,Unidade
Total de endereços urbanos,557,endereços
Total de endereços rurais,690,endereços
Total de estabelecimentos de ensino,4,estabelecimentos
Total de estabelecimentos de saúde,3,estabelecimentos
Domicílios particulares permanentes,947,domicílios
Domicílios particulares permanentes - abastecimento de água - Rede geral,709,domicílios
Domicílios particulares permanentes - energia elétrica - Tinham,943,domicílios
População residente ,2759,pessoas
População residente - Homens,1395,pessoas
População residente - Mulheres,1364,pessoas
População residente alfabetizada,2466,pessoas
População residente - cor ou raça - Branca,2507,pessoas
População residente - cor ou raça - Preta,59,pessoas
População residente - cor ou raça - Parda,177,pessoas
População residente - classes de rendimento nominal mensal - Até 1/4 de salário mínimo ,89,pessoas
População residente - classes de rendimento nominal mensal - Mais de 30 salários mínimos ,9,pessoas
Área da unidade territorial,88.719,Km²
Eleitorado,2211,Eleitores
PIB per capita a preços correntes,14424.28,Reais
Matrícula - Ensino fundamental - 2009,364,Matrículas
Matrícula - Ensino médio - 2009,134,Matrículas
Docentes - Ensino fundamental - 2009,30,Docentes
Docentes - Ensino médio - 2009,16,Docentes
Estabelecimentos de Saúde SUS,3,estabelecimentos
Nascidos vivos -  registrados - lugar do registro,-,pessoas
Receitas orçamentárias realizadas - Correntes,828419354,Reais
Despesas orçamentárias empenhadas - Correntes,575279120,Reais
Valor do Fundo de Participação dos Municípios  - FPM,398917557,Reais
Número de unidades locais,125,Unidades
Pessoal ocupado total,432,Pessoas
Fonte:IBGE - Instituto Brasileiro de Geografia e Estatística

