CERRO GRANDE  código:430515

Descrição,Valor,Unidade
Total de endereços urbanos,435,endereços
Total de endereços rurais,620,endereços
Total de estabelecimentos de ensino,5,estabelecimentos
Total de estabelecimentos de saúde,4,estabelecimentos
Domicílios particulares permanentes,788,domicílios
Domicílios particulares permanentes - abastecimento de água - Rede geral,737,domicílios
Domicílios particulares permanentes - energia elétrica - Tinham,779,domicílios
População residente ,2417,pessoas
População residente - Homens,1209,pessoas
População residente - Mulheres,1208,pessoas
População residente alfabetizada,1978,pessoas
População residente - cor ou raça - Branca,1796,pessoas
População residente - cor ou raça - Preta,117,pessoas
População residente - cor ou raça - Parda,484,pessoas
População residente - classes de rendimento nominal mensal - Até 1/4 de salário mínimo ,223,pessoas
População residente - classes de rendimento nominal mensal - Mais de 30 salários mínimos ,2,pessoas
Área da unidade territorial,73.438,Km²
Eleitorado,1997,Eleitores
PIB per capita a preços correntes,8845.01,Reais
Matrícula - Ensino fundamental - 2009,389,Matrículas
Matrícula - Ensino médio - 2009,112,Matrículas
Docentes - Ensino fundamental - 2009,53,Docentes
Docentes - Ensino médio - 2009,15,Docentes
Estabelecimentos de Saúde SUS,1,estabelecimentos
Nascidos vivos -  registrados - lugar do registro,-,pessoas
Receitas orçamentárias realizadas - Correntes,743506500,Reais
Despesas orçamentárias empenhadas - Correntes,574942500,Reais
Valor do Fundo de Participação dos Municípios  - FPM,413889400,Reais
Número de unidades locais,66,Unidades
Pessoal ocupado total,236,Pessoas
Fonte:IBGE - Instituto Brasileiro de Geografia e Estatística

