PROTÃ¡SIO ALVES  código:431517

Descrição,Valor,Unidade
Total de endereços urbanos,245,endereços
Total de endereços rurais,737,endereços
Total de estabelecimentos de ensino,4,estabelecimentos
Total de estabelecimentos de saúde,1,estabelecimentos
Domicílios particulares permanentes,627,domicílios
Domicílios particulares permanentes - abastecimento de água - Rede geral,488,domicílios
Domicílios particulares permanentes - energia elétrica - Tinham,625,domicílios
População residente ,2000,pessoas
População residente - Homens,1079,pessoas
População residente - Mulheres,921,pessoas
População residente alfabetizada,1780,pessoas
População residente - cor ou raça - Branca,1876,pessoas
População residente - cor ou raça - Preta,74,pessoas
População residente - cor ou raça - Parda,45,pessoas
População residente - classes de rendimento nominal mensal - Até 1/4 de salário mínimo ,31,pessoas
População residente - classes de rendimento nominal mensal - Mais de 30 salários mínimos ,6,pessoas
Área da unidade territorial,172.816,Km²
Eleitorado,1876,Eleitores
PIB per capita a preços correntes,13800.21,Reais
Matrícula - Ensino fundamental - 2009,235,Matrículas
Matrícula - Ensino médio - 2009,74,Matrículas
Docentes - Ensino fundamental - 2009,19,Docentes
Docentes - Ensino médio - 2009,9,Docentes
Estabelecimentos de Saúde SUS,1,estabelecimentos
Nascidos vivos -  registrados - lugar do registro,-,pessoas
Receitas orçamentárias realizadas - Correntes,738851057,Reais
Despesas orçamentárias empenhadas - Correntes,490087971,Reais
Valor do Fundo de Participação dos Municípios  - FPM,398917557,Reais
Número de unidades locais,102,Unidades
Pessoal ocupado total,329,Pessoas
Fonte:IBGE - Instituto Brasileiro de Geografia e Estatística

