PORTO VERA CRUZ  código:431507

Descrição,Valor,Unidade
Total de endereços urbanos,261,endereços
Total de endereços rurais,802,endereços
Total de estabelecimentos de ensino,11,estabelecimentos
Total de estabelecimentos de saúde,1,estabelecimentos
Domicílios particulares permanentes,683,domicílios
Domicílios particulares permanentes - abastecimento de água - Rede geral,618,domicílios
Domicílios particulares permanentes - energia elétrica - Tinham,678,domicílios
População residente ,1852,pessoas
População residente - Homens,936,pessoas
População residente - Mulheres,916,pessoas
População residente alfabetizada,1633,pessoas
População residente - cor ou raça - Branca,1609,pessoas
População residente - cor ou raça - Preta,116,pessoas
População residente - cor ou raça - Parda,112,pessoas
População residente - classes de rendimento nominal mensal - Até 1/4 de salário mínimo ,117,pessoas
População residente - classes de rendimento nominal mensal - Mais de 30 salários mínimos ,-,pessoas
Área da unidade territorial,113.647,Km²
Eleitorado,1756,Eleitores
PIB per capita a preços correntes,10530.44,Reais
Matrícula - Ensino fundamental - 2009,284,Matrículas
Matrícula - Ensino médio - 2009,87,Matrículas
Docentes - Ensino fundamental - 2009,28,Docentes
Docentes - Ensino médio - 2009,5,Docentes
Estabelecimentos de Saúde SUS,1,estabelecimentos
Nascidos vivos -  registrados - lugar do registro,-,pessoas
Receitas orçamentárias realizadas - Correntes,619671078,Reais
Despesas orçamentárias empenhadas - Correntes,479602221,Reais
Valor do Fundo de Participação dos Municípios  - FPM,398917557,Reais
Número de unidades locais,53,Unidades
Pessoal ocupado total,172,Pessoas
Fonte:IBGE - Instituto Brasileiro de Geografia e Estatística

