ITAARA  código:431053

Descrição,Valor,Unidade
Total de endereços urbanos,2291,endereços
Total de endereços rurais,609,endereços
Total de estabelecimentos de ensino,8,estabelecimentos
Total de estabelecimentos de saúde,0,estabelecimentos
Domicílios particulares permanentes,1662,domicílios
Domicílios particulares permanentes - abastecimento de água - Rede geral,1167,domicílios
Domicílios particulares permanentes - energia elétrica - Tinham,1649,domicílios
População residente ,5010,pessoas
População residente - Homens,2543,pessoas
População residente - Mulheres,2467,pessoas
População residente alfabetizada,4380,pessoas
População residente - cor ou raça - Branca,4381,pessoas
População residente - cor ou raça - Preta,120,pessoas
População residente - cor ou raça - Parda,485,pessoas
População residente - classes de rendimento nominal mensal - Até 1/4 de salário mínimo ,141,pessoas
População residente - classes de rendimento nominal mensal - Mais de 30 salários mínimos ,10,pessoas
Área da unidade territorial,172.990,Km²
Eleitorado,3819,Eleitores
PIB per capita a preços correntes,9986.49,Reais
Matrícula - Ensino fundamental - 2009,730,Matrículas
Matrícula - Ensino médio - 2009,210,Matrículas
Docentes - Ensino fundamental - 2009,45,Docentes
Docentes - Ensino médio - 2009,12,Docentes
Estabelecimentos de Saúde SUS,1,estabelecimentos
Nascidos vivos -  registrados - lugar do registro,32,pessoas
Receitas orçamentárias realizadas - Correntes,868208489,Reais
Despesas orçamentárias empenhadas - Correntes,715646364,Reais
Valor do Fundo de Participação dos Municípios  - FPM,398917557,Reais
Número de unidades locais,112,Unidades
Pessoal ocupado total,726,Pessoas
Fonte:IBGE - Instituto Brasileiro de Geografia e Estatística

