MATA  código:431210

Descrição,Valor,Unidade
Total de endereços urbanos,1368,endereços
Total de endereços rurais,1113,endereços
Total de estabelecimentos de ensino,7,estabelecimentos
Total de estabelecimentos de saúde,8,estabelecimentos
Domicílios particulares permanentes,1844,domicílios
Domicílios particulares permanentes - abastecimento de água - Rede geral,923,domicílios
Domicílios particulares permanentes - energia elétrica - Tinham,1820,domicílios
População residente ,5111,pessoas
População residente - Homens,2575,pessoas
População residente - Mulheres,2536,pessoas
População residente alfabetizada,4439,pessoas
População residente - cor ou raça - Branca,4223,pessoas
População residente - cor ou raça - Preta,128,pessoas
População residente - cor ou raça - Parda,715,pessoas
População residente - classes de rendimento nominal mensal - Até 1/4 de salário mínimo ,246,pessoas
População residente - classes de rendimento nominal mensal - Mais de 30 salários mínimos ,3,pessoas
Área da unidade territorial,311.884,Km²
Eleitorado,4212,Eleitores
PIB per capita a preços correntes,8891.45,Reais
Matrícula - Ensino fundamental - 2009,789,Matrículas
Matrícula - Ensino médio - 2009,176,Matrículas
Docentes - Ensino fundamental - 2009,53,Docentes
Docentes - Ensino médio - 2009,12,Docentes
Estabelecimentos de Saúde SUS,4,estabelecimentos
Nascidos vivos -  registrados - lugar do registro,62,pessoas
Receitas orçamentárias realizadas - Correntes,883464058,Reais
Despesas orçamentárias empenhadas - Correntes,686873409,Reais
Valor do Fundo de Participação dos Municípios  - FPM,398979272,Reais
Número de unidades locais,218,Unidades
Pessoal ocupado total,589,Pessoas
Fonte:IBGE - Instituto Brasileiro de Geografia e Estatística

