PAULO BENTO  código:431413

Descrição,Valor,Unidade
Total de endereços urbanos,310,endereços
Total de endereços rurais,629,endereços
Total de estabelecimentos de ensino,4,estabelecimentos
Total de estabelecimentos de saúde,3,estabelecimentos
Domicílios particulares permanentes,699,domicílios
Domicílios particulares permanentes - abastecimento de água - Rede geral,498,domicílios
Domicílios particulares permanentes - energia elétrica - Tinham,698,domicílios
População residente ,2196,pessoas
População residente - Homens,1126,pessoas
População residente - Mulheres,1070,pessoas
População residente alfabetizada,1993,pessoas
População residente - cor ou raça - Branca,2068,pessoas
População residente - cor ou raça - Preta,21,pessoas
População residente - cor ou raça - Parda,97,pessoas
População residente - classes de rendimento nominal mensal - Até 1/4 de salário mínimo ,33,pessoas
População residente - classes de rendimento nominal mensal - Mais de 30 salários mínimos ,2,pessoas
Área da unidade territorial,148.365,Km²
Eleitorado,1706,Eleitores
PIB per capita a preços correntes,19888.12,Reais
Matrícula - Ensino fundamental - 2009,281,Matrículas
Matrícula - Ensino médio - 2009,54,Matrículas
Docentes - Ensino fundamental - 2009,19,Docentes
Docentes - Ensino médio - 2009,9,Docentes
Estabelecimentos de Saúde SUS,2,estabelecimentos
Nascidos vivos -  registrados - lugar do registro,-,pessoas
Receitas orçamentárias realizadas - Correntes,710208900,Reais
Despesas orçamentárias empenhadas - Correntes,518370237,Reais
Valor do Fundo de Participação dos Municípios  - FPM,398917557,Reais
Número de unidades locais,71,Unidades
Pessoal ocupado total,397,Pessoas
Fonte:IBGE - Instituto Brasileiro de Geografia e Estatística

