MARAU  código:431180

Descrição,Valor,Unidade
Total de endereços urbanos,13282,endereços
Total de endereços rurais,2116,endereços
Total de estabelecimentos de ensino,28,estabelecimentos
Total de estabelecimentos de saúde,52,estabelecimentos
Domicílios particulares permanentes,12177,domicílios
Domicílios particulares permanentes - abastecimento de água - Rede geral,10134,domicílios
Domicílios particulares permanentes - energia elétrica - Tinham,12167,domicílios
População residente ,36364,pessoas
População residente - Homens,18030,pessoas
População residente - Mulheres,18334,pessoas
População residente alfabetizada,32808,pessoas
População residente - cor ou raça - Branca,31835,pessoas
População residente - cor ou raça - Preta,776,pessoas
População residente - cor ou raça - Parda,3583,pessoas
População residente - classes de rendimento nominal mensal - Até 1/4 de salário mínimo ,149,pessoas
População residente - classes de rendimento nominal mensal - Mais de 30 salários mínimos ,26,pessoas
Área da unidade territorial,649.302,Km²
Eleitorado,23787,Eleitores
PIB per capita a preços correntes,30849.75,Reais
Matrícula - Ensino fundamental - 2009,4557,Matrículas
Matrícula - Ensino médio - 2009,1408,Matrículas
Docentes - Ensino fundamental - 2009,274,Docentes
Docentes - Ensino médio - 2009,78,Docentes
Estabelecimentos de Saúde SUS,16,estabelecimentos
Nascidos vivos -  registrados - lugar do registro,496,pessoas
Receitas orçamentárias realizadas - Correntes,5977611553,Reais
Despesas orçamentárias empenhadas - Correntes,4572745314,Reais
Valor do Fundo de Participação dos Municípios  - FPM,1063780161,Reais
Número de unidades locais,1765,Unidades
Pessoal ocupado total,15533,Pessoas
Fonte:IBGE - Instituto Brasileiro de Geografia e Estatística

