DEZESSEIS DE NOVEMBRO  código:430635

Descrição,Valor,Unidade
Total de endereços urbanos,358,endereços
Total de endereços rurais,1329,endereços
Total de estabelecimentos de ensino,12,estabelecimentos
Total de estabelecimentos de saúde,2,estabelecimentos
Domicílios particulares permanentes,992,domicílios
Domicílios particulares permanentes - abastecimento de água - Rede geral,963,domicílios
Domicílios particulares permanentes - energia elétrica - Tinham,978,domicílios
População residente ,2866,pessoas
População residente - Homens,1469,pessoas
População residente - Mulheres,1397,pessoas
População residente alfabetizada,2409,pessoas
População residente - cor ou raça - Branca,2347,pessoas
População residente - cor ou raça - Preta,35,pessoas
População residente - cor ou raça - Parda,467,pessoas
População residente - classes de rendimento nominal mensal - Até 1/4 de salário mínimo ,207,pessoas
População residente - classes de rendimento nominal mensal - Mais de 30 salários mínimos ,-,pessoas
Área da unidade territorial,216.849,Km²
Eleitorado,2483,Eleitores
PIB per capita a preços correntes,9317.18,Reais
Matrícula - Ensino fundamental - 2009,488,Matrículas
Matrícula - Ensino médio - 2009,146,Matrículas
Docentes - Ensino fundamental - 2009,53,Docentes
Docentes - Ensino médio - 2009,17,Docentes
Estabelecimentos de Saúde SUS,1,estabelecimentos
Nascidos vivos -  registrados - lugar do registro,14,pessoas
Receitas orçamentárias realizadas - Correntes,753108000,Reais
Despesas orçamentárias empenhadas - Correntes,656335900,Reais
Valor do Fundo de Participação dos Municípios  - FPM,398917600,Reais
Número de unidades locais,69,Unidades
Pessoal ocupado total,209,Pessoas
Fonte:IBGE - Instituto Brasileiro de Geografia e Estatística

