GUARANI DAS MISSÃµES  código:430950

Descrição,Valor,Unidade
Total de endereços urbanos,2280,endereços
Total de endereços rurais,1182,endereços
Total de estabelecimentos de ensino,27,estabelecimentos
Total de estabelecimentos de saúde,12,estabelecimentos
Domicílios particulares permanentes,2697,domicílios
Domicílios particulares permanentes - abastecimento de água - Rede geral,2630,domicílios
Domicílios particulares permanentes - energia elétrica - Tinham,2679,domicílios
População residente ,8115,pessoas
População residente - Homens,3951,pessoas
População residente - Mulheres,4164,pessoas
População residente alfabetizada,7280,pessoas
População residente - cor ou raça - Branca,7009,pessoas
População residente - cor ou raça - Preta,130,pessoas
População residente - cor ou raça - Parda,958,pessoas
População residente - classes de rendimento nominal mensal - Até 1/4 de salário mínimo ,242,pessoas
População residente - classes de rendimento nominal mensal - Mais de 30 salários mínimos ,5,pessoas
Área da unidade territorial,290.497,Km²
Eleitorado,6487,Eleitores
PIB per capita a preços correntes,16217.16,Reais
Matrícula - Ensino fundamental - 2009,1083,Matrículas
Matrícula - Ensino médio - 2009,603,Matrículas
Docentes - Ensino fundamental - 2009,87,Docentes
Docentes - Ensino médio - 2009,32,Docentes
Estabelecimentos de Saúde SUS,5,estabelecimentos
Nascidos vivos -  registrados - lugar do registro,102,pessoas
Receitas orçamentárias realizadas - Correntes,1161072624,Reais
Despesas orçamentárias empenhadas - Correntes,994877538,Reais
Valor do Fundo de Participação dos Municípios  - FPM,398917555,Reais
Número de unidades locais,300,Unidades
Pessoal ocupado total,1266,Pessoas
Fonte:IBGE - Instituto Brasileiro de Geografia e Estatística

