QUARAÃ­  código:431530

Descrição,Valor,Unidade
Total de endereços urbanos,9008,endereços
Total de endereços rurais,1249,endereços
Total de estabelecimentos de ensino,30,estabelecimentos
Total de estabelecimentos de saúde,10,estabelecimentos
Domicílios particulares permanentes,7570,domicílios
Domicílios particulares permanentes - abastecimento de água - Rede geral,6923,domicílios
Domicílios particulares permanentes - energia elétrica - Tinham,7524,domicílios
População residente ,23021,pessoas
População residente - Homens,11228,pessoas
População residente - Mulheres,11793,pessoas
População residente alfabetizada,20056,pessoas
População residente - cor ou raça - Branca,19114,pessoas
População residente - cor ou raça - Preta,721,pessoas
População residente - cor ou raça - Parda,3129,pessoas
População residente - classes de rendimento nominal mensal - Até 1/4 de salário mínimo ,443,pessoas
População residente - classes de rendimento nominal mensal - Mais de 30 salários mínimos ,10,pessoas
Área da unidade territorial,3147.647,Km²
Eleitorado,18237,Eleitores
PIB per capita a preços correntes,9587.89,Reais
Matrícula - Ensino fundamental - 2009,3650,Matrículas
Matrícula - Ensino médio - 2009,938,Matrículas
Docentes - Ensino fundamental - 2009,199,Docentes
Docentes - Ensino médio - 2009,55,Docentes
Estabelecimentos de Saúde SUS,7,estabelecimentos
Nascidos vivos -  registrados - lugar do registro,337,pessoas
Receitas orçamentárias realizadas - Correntes,2420095725,Reais
Despesas orçamentárias empenhadas - Correntes,2014506140,Reais
Valor do Fundo de Participação dos Municípios  - FPM,797872689,Reais
Número de unidades locais,839,Unidades
Pessoal ocupado total,2622,Pessoas
Fonte:IBGE - Instituto Brasileiro de Geografia e Estatística

