BARRA DO GUARITA  código:430185

Descrição,Valor,Unidade
Total de endereços urbanos,559,endereços
Total de endereços rurais,668,endereços
Total de estabelecimentos de ensino,11,estabelecimentos
Total de estabelecimentos de saúde,3,estabelecimentos
Domicílios particulares permanentes,1003,domicílios
Domicílios particulares permanentes - abastecimento de água - Rede geral,773,domicílios
Domicílios particulares permanentes - energia elétrica - Tinham,994,domicílios
População residente ,3089,pessoas
População residente - Homens,1550,pessoas
População residente - Mulheres,1539,pessoas
População residente alfabetizada,2586,pessoas
População residente - cor ou raça - Branca,2602,pessoas
População residente - cor ou raça - Preta,136,pessoas
População residente - cor ou raça - Parda,342,pessoas
População residente - classes de rendimento nominal mensal - Até 1/4 de salário mínimo ,111,pessoas
População residente - classes de rendimento nominal mensal - Mais de 30 salários mínimos ,3,pessoas
Área da unidade territorial,64.591,Km²
Eleitorado,2278,Eleitores
PIB per capita a preços correntes,6943.68,Reais
Matrícula - Ensino fundamental - 2009,473,Matrículas
Matrícula - Ensino médio - 2009,103,Matrículas
Docentes - Ensino fundamental - 2009,46,Docentes
Docentes - Ensino médio - 2009,16,Docentes
Estabelecimentos de Saúde SUS,3,estabelecimentos
Nascidos vivos -  registrados - lugar do registro,-,pessoas
Receitas orçamentárias realizadas - Correntes,692796329,Reais
Despesas orçamentárias empenhadas - Correntes,489855609,Reais
Valor do Fundo de Participação dos Municípios  - FPM,398157020,Reais
Número de unidades locais,68,Unidades
Pessoal ocupado total,236,Pessoas
Fonte:IBGE - Instituto Brasileiro de Geografia e Estatística

