TUPANDI  código:432225

Descrição,Valor,Unidade
Total de endereços urbanos,1272,endereços
Total de endereços rurais,482,endereços
Total de estabelecimentos de ensino,7,estabelecimentos
Total de estabelecimentos de saúde,7,estabelecimentos
Domicílios particulares permanentes,1280,domicílios
Domicílios particulares permanentes - abastecimento de água - Rede geral,1066,domicílios
Domicílios particulares permanentes - energia elétrica - Tinham,1279,domicílios
População residente ,3924,pessoas
População residente - Homens,2068,pessoas
População residente - Mulheres,1856,pessoas
População residente alfabetizada,3578,pessoas
População residente - cor ou raça - Branca,3797,pessoas
População residente - cor ou raça - Preta,31,pessoas
População residente - cor ou raça - Parda,94,pessoas
População residente - classes de rendimento nominal mensal - Até 1/4 de salário mínimo ,49,pessoas
População residente - classes de rendimento nominal mensal - Mais de 30 salários mínimos ,1,pessoas
Área da unidade territorial,59.542,Km²
Eleitorado,2671,Eleitores
PIB per capita a preços correntes,24122.78,Reais
Matrícula - Ensino fundamental - 2009,517,Matrículas
Matrícula - Ensino médio - 2009,140,Matrículas
Docentes - Ensino fundamental - 2009,37,Docentes
Docentes - Ensino médio - 2009,12,Docentes
Estabelecimentos de Saúde SUS,1,estabelecimentos
Nascidos vivos -  registrados - lugar do registro,47,pessoas
Receitas orçamentárias realizadas - Correntes,1329628375,Reais
Despesas orçamentárias empenhadas - Correntes,866442679,Reais
Valor do Fundo de Participação dos Municípios  - FPM,413889486,Reais
Número de unidades locais,187,Unidades
Pessoal ocupado total,1681,Pessoas
Fonte:IBGE - Instituto Brasileiro de Geografia e Estatística

