SARANDI  código:432010

Descrição,Valor,Unidade
Total de endereços urbanos,7451,endereços
Total de endereços rurais,1223,endereços
Total de estabelecimentos de ensino,23,estabelecimentos
Total de estabelecimentos de saúde,24,estabelecimentos
Domicílios particulares permanentes,6958,domicílios
Domicílios particulares permanentes - abastecimento de água - Rede geral,6377,domicílios
Domicílios particulares permanentes - energia elétrica - Tinham,6880,domicílios
População residente ,21285,pessoas
População residente - Homens,10269,pessoas
População residente - Mulheres,11016,pessoas
População residente alfabetizada,18715,pessoas
População residente - cor ou raça - Branca,16880,pessoas
População residente - cor ou raça - Preta,451,pessoas
População residente - cor ou raça - Parda,3830,pessoas
População residente - classes de rendimento nominal mensal - Até 1/4 de salário mínimo ,318,pessoas
População residente - classes de rendimento nominal mensal - Mais de 30 salários mínimos ,31,pessoas
Área da unidade territorial,353.389,Km²
Eleitorado,15639,Eleitores
PIB per capita a preços correntes,18722.96,Reais
Matrícula - Ensino fundamental - 2009,2763,Matrículas
Matrícula - Ensino médio - 2009,776,Matrículas
Docentes - Ensino fundamental - 2009,169,Docentes
Docentes - Ensino médio - 2009,51,Docentes
Estabelecimentos de Saúde SUS,7,estabelecimentos
Nascidos vivos -  registrados - lugar do registro,294,pessoas
Receitas orçamentárias realizadas - Correntes,2742399148,Reais
Despesas orçamentárias empenhadas - Correntes,2218728778,Reais
Valor do Fundo de Participação dos Municípios  - FPM,797835124,Reais
Número de unidades locais,1110,Unidades
Pessoal ocupado total,7533,Pessoas
Fonte:IBGE - Instituto Brasileiro de Geografia e Estatística

