SÃ£O PEDRO DO SUL  código:431940

Descrição,Valor,Unidade
Total de endereços urbanos,5591,endereços
Total de endereços rurais,2111,endereços
Total de estabelecimentos de ensino,24,estabelecimentos
Total de estabelecimentos de saúde,17,estabelecimentos
Domicílios particulares permanentes,5846,domicílios
Domicílios particulares permanentes - abastecimento de água - Rede geral,4129,domicílios
Domicílios particulares permanentes - energia elétrica - Tinham,5816,domicílios
População residente ,16368,pessoas
População residente - Homens,8050,pessoas
População residente - Mulheres,8318,pessoas
População residente alfabetizada,14481,pessoas
População residente - cor ou raça - Branca,14136,pessoas
População residente - cor ou raça - Preta,343,pessoas
População residente - cor ou raça - Parda,1834,pessoas
População residente - classes de rendimento nominal mensal - Até 1/4 de salário mínimo ,471,pessoas
População residente - classes de rendimento nominal mensal - Mais de 30 salários mínimos ,2,pessoas
Área da unidade territorial,873.597,Km²
Eleitorado,12837,Eleitores
PIB per capita a preços correntes,10583.01,Reais
Matrícula - Ensino fundamental - 2009,2187,Matrículas
Matrícula - Ensino médio - 2009,567,Matrículas
Docentes - Ensino fundamental - 2009,164,Docentes
Docentes - Ensino médio - 2009,37,Docentes
Estabelecimentos de Saúde SUS,7,estabelecimentos
Nascidos vivos -  registrados - lugar do registro,211,pessoas
Receitas orçamentárias realizadas - Correntes,2330725411,Reais
Despesas orçamentárias empenhadas - Correntes,1903174900,Reais
Valor do Fundo de Participação dos Municípios  - FPM,797835124,Reais
Número de unidades locais,646,Unidades
Pessoal ocupado total,2319,Pessoas
Fonte:IBGE - Instituto Brasileiro de Geografia e Estatística

