PINHAL  código:431445

Descrição,Valor,Unidade
Total de endereços urbanos,577,endereços
Total de endereços rurais,463,endereços
Total de estabelecimentos de ensino,5,estabelecimentos
Total de estabelecimentos de saúde,1,estabelecimentos
Domicílios particulares permanentes,818,domicílios
Domicílios particulares permanentes - abastecimento de água - Rede geral,766,domicílios
Domicílios particulares permanentes - energia elétrica - Tinham,817,domicílios
População residente ,2513,pessoas
População residente - Homens,1274,pessoas
População residente - Mulheres,1239,pessoas
População residente alfabetizada,2117,pessoas
População residente - cor ou raça - Branca,1899,pessoas
População residente - cor ou raça - Preta,36,pessoas
População residente - cor ou raça - Parda,561,pessoas
População residente - classes de rendimento nominal mensal - Até 1/4 de salário mínimo ,85,pessoas
População residente - classes de rendimento nominal mensal - Mais de 30 salários mínimos ,3,pessoas
Área da unidade territorial,68.209,Km²
Eleitorado,1929,Eleitores
PIB per capita a preços correntes,17592.54,Reais
Matrícula - Ensino fundamental - 2009,364,Matrículas
Matrícula - Ensino médio - 2009,111,Matrículas
Docentes - Ensino fundamental - 2009,37,Docentes
Docentes - Ensino médio - 2009,17,Docentes
Estabelecimentos de Saúde SUS,1,estabelecimentos
Nascidos vivos -  registrados - lugar do registro,-,pessoas
Receitas orçamentárias realizadas - Correntes,793589193,Reais
Despesas orçamentárias empenhadas - Correntes,577607061,Reais
Valor do Fundo de Participação dos Municípios  - FPM,398917557,Reais
Número de unidades locais,107,Unidades
Pessoal ocupado total,673,Pessoas
Fonte:IBGE - Instituto Brasileiro de Geografia e Estatística

