VILA NOVA DO SUL  código:432345

Descrição,Valor,Unidade
Total de endereços urbanos,1028,endereços
Total de endereços rurais,1067,endereços
Total de estabelecimentos de ensino,4,estabelecimentos
Total de estabelecimentos de saúde,2,estabelecimentos
Domicílios particulares permanentes,1503,domicílios
Domicílios particulares permanentes - abastecimento de água - Rede geral,952,domicílios
Domicílios particulares permanentes - energia elétrica - Tinham,1494,domicílios
População residente ,4221,pessoas
População residente - Homens,2102,pessoas
População residente - Mulheres,2119,pessoas
População residente alfabetizada,3611,pessoas
População residente - cor ou raça - Branca,3432,pessoas
População residente - cor ou raça - Preta,337,pessoas
População residente - cor ou raça - Parda,446,pessoas
População residente - classes de rendimento nominal mensal - Até 1/4 de salário mínimo ,126,pessoas
População residente - classes de rendimento nominal mensal - Mais de 30 salários mínimos ,2,pessoas
Área da unidade territorial,507.945,Km²
Eleitorado,3559,Eleitores
PIB per capita a preços correntes,11662.14,Reais
Matrícula - Ensino fundamental - 2009,652,Matrículas
Matrícula - Ensino médio - 2009,136,Matrículas
Docentes - Ensino fundamental - 2009,47,Docentes
Docentes - Ensino médio - 2009,14,Docentes
Estabelecimentos de Saúde SUS,2,estabelecimentos
Nascidos vivos -  registrados - lugar do registro,32,pessoas
Receitas orçamentárias realizadas - Correntes,819662450,Reais
Despesas orçamentárias empenhadas - Correntes,680774152,Reais
Valor do Fundo de Participação dos Municípios  - FPM,398917555,Reais
Número de unidades locais,102,Unidades
Pessoal ocupado total,494,Pessoas
Fonte:IBGE - Instituto Brasileiro de Geografia e Estatística

