JARI  código:431113

Descrição,Valor,Unidade
Total de endereços urbanos,312,endereços
Total de endereços rurais,1273,endereços
Total de estabelecimentos de ensino,9,estabelecimentos
Total de estabelecimentos de saúde,2,estabelecimentos
Domicílios particulares permanentes,1211,domicílios
Domicílios particulares permanentes - abastecimento de água - Rede geral,616,domicílios
Domicílios particulares permanentes - energia elétrica - Tinham,1190,domicílios
População residente ,3575,pessoas
População residente - Homens,1884,pessoas
População residente - Mulheres,1691,pessoas
População residente alfabetizada,3090,pessoas
População residente - cor ou raça - Branca,3209,pessoas
População residente - cor ou raça - Preta,117,pessoas
População residente - cor ou raça - Parda,237,pessoas
População residente - classes de rendimento nominal mensal - Até 1/4 de salário mínimo ,188,pessoas
População residente - classes de rendimento nominal mensal - Mais de 30 salários mínimos ,3,pessoas
Área da unidade territorial,856.460,Km²
Eleitorado,2974,Eleitores
PIB per capita a preços correntes,23159.16,Reais
Matrícula - Ensino fundamental - 2009,540,Matrículas
Matrícula - Ensino médio - 2009,96,Matrículas
Docentes - Ensino fundamental - 2009,50,Docentes
Docentes - Ensino médio - 2009,10,Docentes
Estabelecimentos de Saúde SUS,2,estabelecimentos
Nascidos vivos -  registrados - lugar do registro,36,pessoas
Receitas orçamentárias realizadas - Correntes,889139982,Reais
Despesas orçamentárias empenhadas - Correntes,734017082,Reais
Valor do Fundo de Participação dos Municípios  - FPM,398906341,Reais
Número de unidades locais,94,Unidades
Pessoal ocupado total,250,Pessoas
Fonte:IBGE - Instituto Brasileiro de Geografia e Estatística

