SANTA CECÃ­LIA DO SUL  código:431673

Descrição,Valor,Unidade
Total de endereços urbanos,218,endereços
Total de endereços rurais,469,endereços
Total de estabelecimentos de ensino,4,estabelecimentos
Total de estabelecimentos de saúde,1,estabelecimentos
Domicílios particulares permanentes,532,domicílios
Domicílios particulares permanentes - abastecimento de água - Rede geral,233,domicílios
Domicílios particulares permanentes - energia elétrica - Tinham,528,domicílios
População residente ,1655,pessoas
População residente - Homens,839,pessoas
População residente - Mulheres,816,pessoas
População residente alfabetizada,1507,pessoas
População residente - cor ou raça - Branca,1365,pessoas
População residente - cor ou raça - Preta,56,pessoas
População residente - cor ou raça - Parda,215,pessoas
População residente - classes de rendimento nominal mensal - Até 1/4 de salário mínimo ,17,pessoas
População residente - classes de rendimento nominal mensal - Mais de 30 salários mínimos ,3,pessoas
Área da unidade territorial,199.396,Km²
Eleitorado,1618,Eleitores
PIB per capita a preços correntes,18580.14,Reais
Matrícula - Ensino fundamental - 2009,240,Matrículas
Matrícula - Ensino médio - 2009,74,Matrículas
Docentes - Ensino fundamental - 2009,24,Docentes
Docentes - Ensino médio - 2009,8,Docentes
Estabelecimentos de Saúde SUS,1,estabelecimentos
Nascidos vivos -  registrados - lugar do registro,-,pessoas
Receitas orçamentárias realizadas - Correntes,700476369,Reais
Despesas orçamentárias empenhadas - Correntes,445578091,Reais
Valor do Fundo de Participação dos Municípios  - FPM,389416765,Reais
Número de unidades locais,37,Unidades
Pessoal ocupado total,169,Pessoas
Fonte:IBGE - Instituto Brasileiro de Geografia e Estatística

