NOVA BASSANO  código:431290

Descrição,Valor,Unidade
Total de endereços urbanos,2231,endereços
Total de endereços rurais,1270,endereços
Total de estabelecimentos de ensino,27,estabelecimentos
Total de estabelecimentos de saúde,15,estabelecimentos
Domicílios particulares permanentes,2651,domicílios
Domicílios particulares permanentes - abastecimento de água - Rede geral,2374,domicílios
Domicílios particulares permanentes - energia elétrica - Tinham,2648,domicílios
População residente ,8840,pessoas
População residente - Homens,4480,pessoas
População residente - Mulheres,4360,pessoas
População residente alfabetizada,8049,pessoas
População residente - cor ou raça - Branca,8229,pessoas
População residente - cor ou raça - Preta,78,pessoas
População residente - cor ou raça - Parda,521,pessoas
População residente - classes de rendimento nominal mensal - Até 1/4 de salário mínimo ,50,pessoas
População residente - classes de rendimento nominal mensal - Mais de 30 salários mínimos ,6,pessoas
Área da unidade territorial,211.612,Km²
Eleitorado,6451,Eleitores
PIB per capita a preços correntes,42364.34,Reais
Matrícula - Ensino fundamental - 2009,1002,Matrículas
Matrícula - Ensino médio - 2009,329,Matrículas
Docentes - Ensino fundamental - 2009,69,Docentes
Docentes - Ensino médio - 2009,23,Docentes
Estabelecimentos de Saúde SUS,3,estabelecimentos
Nascidos vivos -  registrados - lugar do registro,85,pessoas
Receitas orçamentárias realizadas - Correntes,1738720414,Reais
Despesas orçamentárias empenhadas - Correntes,1424929205,Reais
Valor do Fundo de Participação dos Municípios  - FPM,399803761,Reais
Número de unidades locais,498,Unidades
Pessoal ocupado total,4335,Pessoas
Fonte:IBGE - Instituto Brasileiro de Geografia e Estatística

