HERVEIRAS  código:430957

Descrição,Valor,Unidade
Total de endereços urbanos,237,endereços
Total de endereços rurais,899,endereços
Total de estabelecimentos de ensino,9,estabelecimentos
Total de estabelecimentos de saúde,1,estabelecimentos
Domicílios particulares permanentes,916,domicílios
Domicílios particulares permanentes - abastecimento de água - Rede geral,475,domicílios
Domicílios particulares permanentes - energia elétrica - Tinham,908,domicílios
População residente ,2954,pessoas
População residente - Homens,1543,pessoas
População residente - Mulheres,1411,pessoas
População residente alfabetizada,2472,pessoas
População residente - cor ou raça - Branca,2380,pessoas
População residente - cor ou raça - Preta,49,pessoas
População residente - cor ou raça - Parda,524,pessoas
População residente - classes de rendimento nominal mensal - Até 1/4 de salário mínimo ,111,pessoas
População residente - classes de rendimento nominal mensal - Mais de 30 salários mínimos ,-,pessoas
Área da unidade territorial,118.281,Km²
Eleitorado,2185,Eleitores
PIB per capita a preços correntes,9834.18,Reais
Matrícula - Ensino fundamental - 2009,523,Matrículas
Matrícula - Ensino médio - 2009,126,Matrículas
Docentes - Ensino fundamental - 2009,46,Docentes
Docentes - Ensino médio - 2009,11,Docentes
Estabelecimentos de Saúde SUS,2,estabelecimentos
Nascidos vivos -  registrados - lugar do registro,-,pessoas
Receitas orçamentárias realizadas - Correntes,720920075,Reais
Despesas orçamentárias empenhadas - Correntes,559615445,Reais
Valor do Fundo de Participação dos Municípios  - FPM,398917557,Reais
Número de unidades locais,81,Unidades
Pessoal ocupado total,219,Pessoas
Fonte:IBGE - Instituto Brasileiro de Geografia e Estatística

