TAPEJARA  código:432090

Descrição,Valor,Unidade
Total de endereços urbanos,7634,endereços
Total de endereços rurais,912,endereços
Total de estabelecimentos de ensino,14,estabelecimentos
Total de estabelecimentos de saúde,60,estabelecimentos
Domicílios particulares permanentes,6522,domicílios
Domicílios particulares permanentes - abastecimento de água - Rede geral,5967,domicílios
Domicílios particulares permanentes - energia elétrica - Tinham,6513,domicílios
População residente ,19250,pessoas
População residente - Homens,9392,pessoas
População residente - Mulheres,9858,pessoas
População residente alfabetizada,17364,pessoas
População residente - cor ou raça - Branca,16266,pessoas
População residente - cor ou raça - Preta,362,pessoas
População residente - cor ou raça - Parda,2539,pessoas
População residente - classes de rendimento nominal mensal - Até 1/4 de salário mínimo ,148,pessoas
População residente - classes de rendimento nominal mensal - Mais de 30 salários mínimos ,15,pessoas
Área da unidade territorial,238.799,Km²
Eleitorado,12304,Eleitores
PIB per capita a preços correntes,23721.39,Reais
Matrícula - Ensino fundamental - 2009,2408,Matrículas
Matrícula - Ensino médio - 2009,709,Matrículas
Docentes - Ensino fundamental - 2009,149,Docentes
Docentes - Ensino médio - 2009,43,Docentes
Estabelecimentos de Saúde SUS,5,estabelecimentos
Nascidos vivos -  registrados - lugar do registro,250,pessoas
Receitas orçamentárias realizadas - Correntes,2746983076,Reais
Despesas orçamentárias empenhadas - Correntes,2035247123,Reais
Valor do Fundo de Participação dos Municípios  - FPM,797835124,Reais
Número de unidades locais,967,Unidades
Pessoal ocupado total,7373,Pessoas
Fonte:IBGE - Instituto Brasileiro de Geografia e Estatística

