SALTO DO JACUÃ­  código:431645

Descrição,Valor,Unidade
Total de endereços urbanos,4608,endereços
Total de endereços rurais,672,endereços
Total de estabelecimentos de ensino,18,estabelecimentos
Total de estabelecimentos de saúde,14,estabelecimentos
Domicílios particulares permanentes,3853,domicílios
Domicílios particulares permanentes - abastecimento de água - Rede geral,3430,domicílios
Domicílios particulares permanentes - energia elétrica - Tinham,3818,domicílios
População residente ,11880,pessoas
População residente - Homens,5878,pessoas
População residente - Mulheres,6002,pessoas
População residente alfabetizada,10019,pessoas
População residente - cor ou raça - Branca,9304,pessoas
População residente - cor ou raça - Preta,387,pessoas
População residente - cor ou raça - Parda,1667,pessoas
População residente - classes de rendimento nominal mensal - Até 1/4 de salário mínimo ,363,pessoas
População residente - classes de rendimento nominal mensal - Mais de 30 salários mínimos ,5,pessoas
Área da unidade territorial,507.425,Km²
Eleitorado,8808,Eleitores
PIB per capita a preços correntes,13730.49,Reais
Matrícula - Ensino fundamental - 2009,2088,Matrículas
Matrícula - Ensino médio - 2009,420,Matrículas
Docentes - Ensino fundamental - 2009,139,Docentes
Docentes - Ensino médio - 2009,45,Docentes
Estabelecimentos de Saúde SUS,13,estabelecimentos
Nascidos vivos -  registrados - lugar do registro,189,pessoas
Receitas orçamentárias realizadas - Correntes,2391345976,Reais
Despesas orçamentárias empenhadas - Correntes,1835258163,Reais
Valor do Fundo de Participação dos Municípios  - FPM,531890081,Reais
Número de unidades locais,463,Unidades
Pessoal ocupado total,1731,Pessoas
Fonte:IBGE - Instituto Brasileiro de Geografia e Estatística

