PANTANO GRANDE  código:431395

Descrição,Valor,Unidade
Total de endereços urbanos,3606,endereços
Total de endereços rurais,846,endereços
Total de estabelecimentos de ensino,7,estabelecimentos
Total de estabelecimentos de saúde,10,estabelecimentos
Domicílios particulares permanentes,3377,domicílios
Domicílios particulares permanentes - abastecimento de água - Rede geral,3108,domicílios
Domicílios particulares permanentes - energia elétrica - Tinham,3353,domicílios
População residente ,9895,pessoas
População residente - Homens,4909,pessoas
População residente - Mulheres,4986,pessoas
População residente alfabetizada,8228,pessoas
População residente - cor ou raça - Branca,8007,pessoas
População residente - cor ou raça - Preta,948,pessoas
População residente - cor ou raça - Parda,913,pessoas
População residente - classes de rendimento nominal mensal - Até 1/4 de salário mínimo ,195,pessoas
População residente - classes de rendimento nominal mensal - Mais de 30 salários mínimos ,7,pessoas
Área da unidade territorial,841.229,Km²
Eleitorado,8417,Eleitores
PIB per capita a preços correntes,14749.97,Reais
Matrícula - Ensino fundamental - 2009,1671,Matrículas
Matrícula - Ensino médio - 2009,387,Matrículas
Docentes - Ensino fundamental - 2009,89,Docentes
Docentes - Ensino médio - 2009,27,Docentes
Estabelecimentos de Saúde SUS,9,estabelecimentos
Nascidos vivos -  registrados - lugar do registro,98,pessoas
Receitas orçamentárias realizadas - Correntes,1410137087,Reais
Despesas orçamentárias empenhadas - Correntes,1195360723,Reais
Valor do Fundo de Participação dos Municípios  - FPM,398917557,Reais
Número de unidades locais,379,Unidades
Pessoal ocupado total,1879,Pessoas
Fonte:IBGE - Instituto Brasileiro de Geografia e Estatística

