ARARICÃ¡  código:430087

Descrição,Valor,Unidade
Total de endereços urbanos,1923,endereços
Total de endereços rurais,384,endereços
Total de estabelecimentos de ensino,6,estabelecimentos
Total de estabelecimentos de saúde,2,estabelecimentos
Domicílios particulares permanentes,1688,domicílios
Domicílios particulares permanentes - abastecimento de água - Rede geral,19,domicílios
Domicílios particulares permanentes - energia elétrica - Tinham,1684,domicílios
População residente ,4864,pessoas
População residente - Homens,2456,pessoas
População residente - Mulheres,2408,pessoas
População residente alfabetizada,4198,pessoas
População residente - cor ou raça - Branca,4219,pessoas
População residente - cor ou raça - Preta,118,pessoas
População residente - cor ou raça - Parda,515,pessoas
População residente - classes de rendimento nominal mensal - Até 1/4 de salário mínimo ,50,pessoas
População residente - classes de rendimento nominal mensal - Mais de 30 salários mínimos ,2,pessoas
Área da unidade territorial,35.291,Km²
Eleitorado,3990,Eleitores
PIB per capita a preços correntes,9589.34,Reais
Matrícula - Ensino fundamental - 2009,1061,Matrículas
Matrícula - Ensino médio - 2009,248,Matrículas
Docentes - Ensino fundamental - 2009,81,Docentes
Docentes - Ensino médio - 2009,24,Docentes
Estabelecimentos de Saúde SUS,2,estabelecimentos
Nascidos vivos -  registrados - lugar do registro,-,pessoas
Receitas orçamentárias realizadas - Correntes,976345506,Reais
Despesas orçamentárias empenhadas - Correntes,814113237,Reais
Valor do Fundo de Participação dos Municípios  - FPM,397602964,Reais
Número de unidades locais,207,Unidades
Pessoal ocupado total,1662,Pessoas
Fonte:IBGE - Instituto Brasileiro de Geografia e Estatística

