CERRO BRANCO  código:430513

Descrição,Valor,Unidade
Total de endereços urbanos,701,endereços
Total de endereços rurais,1360,endereços
Total de estabelecimentos de ensino,7,estabelecimentos
Total de estabelecimentos de saúde,4,estabelecimentos
Domicílios particulares permanentes,1591,domicílios
Domicílios particulares permanentes - abastecimento de água - Rede geral,1092,domicílios
Domicílios particulares permanentes - energia elétrica - Tinham,1566,domicílios
População residente ,4454,pessoas
População residente - Homens,2225,pessoas
População residente - Mulheres,2229,pessoas
População residente alfabetizada,3669,pessoas
População residente - cor ou raça - Branca,3787,pessoas
População residente - cor ou raça - Preta,179,pessoas
População residente - cor ou raça - Parda,461,pessoas
População residente - classes de rendimento nominal mensal - Até 1/4 de salário mínimo ,172,pessoas
População residente - classes de rendimento nominal mensal - Mais de 30 salários mínimos ,-,pessoas
Área da unidade territorial,158.766,Km²
Eleitorado,3646,Eleitores
PIB per capita a preços correntes,11436.28,Reais
Matrícula - Ensino fundamental - 2009,714,Matrículas
Matrícula - Ensino médio - 2009,170,Matrículas
Docentes - Ensino fundamental - 2009,52,Docentes
Docentes - Ensino médio - 2009,14,Docentes
Estabelecimentos de Saúde SUS,3,estabelecimentos
Nascidos vivos -  registrados - lugar do registro,45,pessoas
Receitas orçamentárias realizadas - Correntes,951701250,Reais
Despesas orçamentárias empenhadas - Correntes,816782444,Reais
Valor do Fundo de Participação dos Municípios  - FPM,398917557,Reais
Número de unidades locais,112,Unidades
Pessoal ocupado total,453,Pessoas
Fonte:IBGE - Instituto Brasileiro de Geografia e Estatística

