PROGRESSO  código:431515

Descrição,Valor,Unidade
Total de endereços urbanos,971,endereços
Total de endereços rurais,1648,endereços
Total de estabelecimentos de ensino,16,estabelecimentos
Total de estabelecimentos de saúde,11,estabelecimentos
Domicílios particulares permanentes,2011,domicílios
Domicílios particulares permanentes - abastecimento de água - Rede geral,1014,domicílios
Domicílios particulares permanentes - energia elétrica - Tinham,2007,domicílios
População residente ,6163,pessoas
População residente - Homens,3183,pessoas
População residente - Mulheres,2980,pessoas
População residente alfabetizada,5321,pessoas
População residente - cor ou raça - Branca,5673,pessoas
População residente - cor ou raça - Preta,69,pessoas
População residente - cor ou raça - Parda,418,pessoas
População residente - classes de rendimento nominal mensal - Até 1/4 de salário mínimo ,175,pessoas
População residente - classes de rendimento nominal mensal - Mais de 30 salários mínimos ,2,pessoas
Área da unidade territorial,255.862,Km²
Eleitorado,4707,Eleitores
PIB per capita a preços correntes,11507.96,Reais
Matrícula - Ensino fundamental - 2009,932,Matrículas
Matrícula - Ensino médio - 2009,285,Matrículas
Docentes - Ensino fundamental - 2009,74,Docentes
Docentes - Ensino médio - 2009,19,Docentes
Estabelecimentos de Saúde SUS,4,estabelecimentos
Nascidos vivos -  registrados - lugar do registro,89,pessoas
Receitas orçamentárias realizadas - Correntes,1077119175,Reais
Despesas orçamentárias empenhadas - Correntes,836383513,Reais
Valor do Fundo de Participação dos Municípios  - FPM,398917557,Reais
Número de unidades locais,182,Unidades
Pessoal ocupado total,526,Pessoas
Fonte:IBGE - Instituto Brasileiro de Geografia e Estatística

