SÃ£O FRANCISCO DE ASSIS  código:431810

Descrição,Valor,Unidade
Total de endereços urbanos,6250,endereços
Total de endereços rurais,2934,endereços
Total de estabelecimentos de ensino,26,estabelecimentos
Total de estabelecimentos de saúde,16,estabelecimentos
Domicílios particulares permanentes,6807,domicílios
Domicílios particulares permanentes - abastecimento de água - Rede geral,4742,domicílios
Domicílios particulares permanentes - energia elétrica - Tinham,6746,domicílios
População residente ,19254,pessoas
População residente - Homens,9493,pessoas
População residente - Mulheres,9761,pessoas
População residente alfabetizada,16582,pessoas
População residente - cor ou raça - Branca,16900,pessoas
População residente - cor ou raça - Preta,490,pessoas
População residente - cor ou raça - Parda,1829,pessoas
População residente - classes de rendimento nominal mensal - Até 1/4 de salário mínimo ,794,pessoas
População residente - classes de rendimento nominal mensal - Mais de 30 salários mínimos ,12,pessoas
Área da unidade territorial,2508.464,Km²
Eleitorado,16078,Eleitores
PIB per capita a preços correntes,9591.10,Reais
Matrícula - Ensino fundamental - 2009,2743,Matrículas
Matrícula - Ensino médio - 2009,906,Matrículas
Docentes - Ensino fundamental - 2009,197,Docentes
Docentes - Ensino médio - 2009,56,Docentes
Estabelecimentos de Saúde SUS,10,estabelecimentos
Nascidos vivos -  registrados - lugar do registro,183,pessoas
Receitas orçamentárias realizadas - Correntes,2674610292,Reais
Despesas orçamentárias empenhadas - Correntes,2098021410,Reais
Valor do Fundo de Participação dos Municípios  - FPM,797835124,Reais
Número de unidades locais,482,Unidades
Pessoal ocupado total,1901,Pessoas
Fonte:IBGE - Instituto Brasileiro de Geografia e Estatística

