MATO LEITÃ£O  código:431215

Descrição,Valor,Unidade
Total de endereços urbanos,795,endereços
Total de endereços rurais,980,endereços
Total de estabelecimentos de ensino,5,estabelecimentos
Total de estabelecimentos de saúde,5,estabelecimentos
Domicílios particulares permanentes,1324,domicílios
Domicílios particulares permanentes - abastecimento de água - Rede geral,1285,domicílios
Domicílios particulares permanentes - energia elétrica - Tinham,1323,domicílios
População residente ,3865,pessoas
População residente - Homens,1937,pessoas
População residente - Mulheres,1928,pessoas
População residente alfabetizada,3472,pessoas
População residente - cor ou raça - Branca,3667,pessoas
População residente - cor ou raça - Preta,57,pessoas
População residente - cor ou raça - Parda,140,pessoas
População residente - classes de rendimento nominal mensal - Até 1/4 de salário mínimo ,35,pessoas
População residente - classes de rendimento nominal mensal - Mais de 30 salários mínimos ,-,pessoas
Área da unidade territorial,45.903,Km²
Eleitorado,2897,Eleitores
PIB per capita a preços correntes,24808.11,Reais
Matrícula - Ensino fundamental - 2009,555,Matrículas
Matrícula - Ensino médio - 2009,132,Matrículas
Docentes - Ensino fundamental - 2009,38,Docentes
Docentes - Ensino médio - 2009,16,Docentes
Estabelecimentos de Saúde SUS,2,estabelecimentos
Nascidos vivos -  registrados - lugar do registro,29,pessoas
Receitas orçamentárias realizadas - Correntes,1016083429,Reais
Despesas orçamentárias empenhadas - Correntes,738216839,Reais
Valor do Fundo de Participação dos Municípios  - FPM,398917557,Reais
Número de unidades locais,213,Unidades
Pessoal ocupado total,2968,Pessoas
Fonte:IBGE - Instituto Brasileiro de Geografia e Estatística

