SÃ£O JOSÃ© DO OURO  código:431860

Descrição,Valor,Unidade
Total de endereços urbanos,2030,endereços
Total de endereços rurais,925,endereços
Total de estabelecimentos de ensino,7,estabelecimentos
Total de estabelecimentos de saúde,8,estabelecimentos
Domicílios particulares permanentes,2320,domicílios
Domicílios particulares permanentes - abastecimento de água - Rede geral,1310,domicílios
Domicílios particulares permanentes - energia elétrica - Tinham,2317,domicílios
População residente ,6904,pessoas
População residente - Homens,3382,pessoas
População residente - Mulheres,3522,pessoas
População residente alfabetizada,6124,pessoas
População residente - cor ou raça - Branca,5854,pessoas
População residente - cor ou raça - Preta,119,pessoas
População residente - cor ou raça - Parda,879,pessoas
População residente - classes de rendimento nominal mensal - Até 1/4 de salário mínimo ,181,pessoas
População residente - classes de rendimento nominal mensal - Mais de 30 salários mínimos ,6,pessoas
Área da unidade territorial,334.775,Km²
Eleitorado,5345,Eleitores
PIB per capita a preços correntes,17555.36,Reais
Matrícula - Ensino fundamental - 2009,908,Matrículas
Matrícula - Ensino médio - 2009,276,Matrículas
Docentes - Ensino fundamental - 2009,77,Docentes
Docentes - Ensino médio - 2009,22,Docentes
Estabelecimentos de Saúde SUS,3,estabelecimentos
Nascidos vivos -  registrados - lugar do registro,104,pessoas
Receitas orçamentárias realizadas - Correntes,1009739363,Reais
Despesas orçamentárias empenhadas - Correntes,799168915,Reais
Valor do Fundo de Participação dos Municípios  - FPM,398917557,Reais
Número de unidades locais,336,Unidades
Pessoal ocupado total,1386,Pessoas
Fonte:IBGE - Instituto Brasileiro de Geografia e Estatística

