MOSTARDAS  código:431250

Descrição,Valor,Unidade
Total de endereços urbanos,6008,endereços
Total de endereços rurais,2851,endereços
Total de estabelecimentos de ensino,17,estabelecimentos
Total de estabelecimentos de saúde,18,estabelecimentos
Domicílios particulares permanentes,4128,domicílios
Domicílios particulares permanentes - abastecimento de água - Rede geral,1013,domicílios
Domicílios particulares permanentes - energia elétrica - Tinham,4087,domicílios
População residente ,12124,pessoas
População residente - Homens,6187,pessoas
População residente - Mulheres,5937,pessoas
População residente alfabetizada,9956,pessoas
População residente - cor ou raça - Branca,9268,pessoas
População residente - cor ou raça - Preta,1328,pessoas
População residente - cor ou raça - Parda,1455,pessoas
População residente - classes de rendimento nominal mensal - Até 1/4 de salário mínimo ,290,pessoas
População residente - classes de rendimento nominal mensal - Mais de 30 salários mínimos ,15,pessoas
Área da unidade territorial,1983.000,Km²
Eleitorado,8696,Eleitores
PIB per capita a preços correntes,15575.81,Reais
Matrícula - Ensino fundamental - 2009,1937,Matrículas
Matrícula - Ensino médio - 2009,457,Matrículas
Docentes - Ensino fundamental - 2009,105,Docentes
Docentes - Ensino médio - 2009,29,Docentes
Estabelecimentos de Saúde SUS,9,estabelecimentos
Nascidos vivos -  registrados - lugar do registro,117,pessoas
Receitas orçamentárias realizadas - Correntes,2143637570,Reais
Despesas orçamentárias empenhadas - Correntes,1814131998,Reais
Valor do Fundo de Participação dos Municípios  - FPM,531893818,Reais
Número de unidades locais,382,Unidades
Pessoal ocupado total,1851,Pessoas
Fonte:IBGE - Instituto Brasileiro de Geografia e Estatística

