TUNAS  código:432215

Descrição,Valor,Unidade
Total de endereços urbanos,669,endereços
Total de endereços rurais,1077,endereços
Total de estabelecimentos de ensino,13,estabelecimentos
Total de estabelecimentos de saúde,2,estabelecimentos
Domicílios particulares permanentes,1380,domicílios
Domicílios particulares permanentes - abastecimento de água - Rede geral,803,domicílios
Domicílios particulares permanentes - energia elétrica - Tinham,1361,domicílios
População residente ,4395,pessoas
População residente - Homens,2278,pessoas
População residente - Mulheres,2117,pessoas
População residente alfabetizada,3622,pessoas
População residente - cor ou raça - Branca,3524,pessoas
População residente - cor ou raça - Preta,65,pessoas
População residente - cor ou raça - Parda,761,pessoas
População residente - classes de rendimento nominal mensal - Até 1/4 de salário mínimo ,370,pessoas
População residente - classes de rendimento nominal mensal - Mais de 30 salários mínimos ,-,pessoas
Área da unidade territorial,218.073,Km²
Eleitorado,3189,Eleitores
PIB per capita a preços correntes,10141.83,Reais
Matrícula - Ensino fundamental - 2009,779,Matrículas
Matrícula - Ensino médio - 2009,195,Matrículas
Docentes - Ensino fundamental - 2009,59,Docentes
Docentes - Ensino médio - 2009,11,Docentes
Estabelecimentos de Saúde SUS,3,estabelecimentos
Nascidos vivos -  registrados - lugar do registro,68,pessoas
Receitas orçamentárias realizadas - Correntes,885743500,Reais
Despesas orçamentárias empenhadas - Correntes,685586100,Reais
Valor do Fundo de Participação dos Municípios  - FPM,398917600,Reais
Número de unidades locais,178,Unidades
Pessoal ocupado total,404,Pessoas
Fonte:IBGE - Instituto Brasileiro de Geografia e Estatística

