CORONEL PILAR  código:430593

Descrição,Valor,Unidade
Total de endereços urbanos,107,endereços
Total de endereços rurais,674,endereços
Total de estabelecimentos de ensino,4,estabelecimentos
Total de estabelecimentos de saúde,1,estabelecimentos
Domicílios particulares permanentes,521,domicílios
Domicílios particulares permanentes - abastecimento de água - Rede geral,344,domicílios
Domicílios particulares permanentes - energia elétrica - Tinham,521,domicílios
População residente ,1725,pessoas
População residente - Homens,894,pessoas
População residente - Mulheres,831,pessoas
População residente alfabetizada,1587,pessoas
População residente - cor ou raça - Branca,1679,pessoas
População residente - cor ou raça - Preta,11,pessoas
População residente - cor ou raça - Parda,35,pessoas
População residente - classes de rendimento nominal mensal - Até 1/4 de salário mínimo ,42,pessoas
População residente - classes de rendimento nominal mensal - Mais de 30 salários mínimos ,3,pessoas
Área da unidade territorial,105.447,Km²
Eleitorado,1475,Eleitores
PIB per capita a preços correntes,12746.35,Reais
Matrícula - Ensino fundamental - 2009,157,Matrículas
Matrícula - Ensino médio - 2009,55,Matrículas
Docentes - Ensino fundamental - 2009,19,Docentes
Docentes - Ensino médio - 2009,8,Docentes
Estabelecimentos de Saúde SUS,1,estabelecimentos
Nascidos vivos -  registrados - lugar do registro,-,pessoas
Receitas orçamentárias realizadas - Correntes,788533139,Reais
Despesas orçamentárias empenhadas - Correntes,487318249,Reais
Valor do Fundo de Participação dos Municípios  - FPM,398917557,Reais
Número de unidades locais,61,Unidades
Pessoal ocupado total,167,Pessoas
Fonte:IBGE - Instituto Brasileiro de Geografia e Estatística

