ITACURUBI  código:431055

Descrição,Valor,Unidade
Total de endereços urbanos,562,endereços
Total de endereços rurais,1145,endereços
Total de estabelecimentos de ensino,5,estabelecimentos
Total de estabelecimentos de saúde,3,estabelecimentos
Domicílios particulares permanentes,1192,domicílios
Domicílios particulares permanentes - abastecimento de água - Rede geral,942,domicílios
Domicílios particulares permanentes - energia elétrica - Tinham,1146,domicílios
População residente ,3441,pessoas
População residente - Homens,1778,pessoas
População residente - Mulheres,1663,pessoas
População residente alfabetizada,2929,pessoas
População residente - cor ou raça - Branca,2716,pessoas
População residente - cor ou raça - Preta,127,pessoas
População residente - cor ou raça - Parda,563,pessoas
População residente - classes de rendimento nominal mensal - Até 1/4 de salário mínimo ,179,pessoas
População residente - classes de rendimento nominal mensal - Mais de 30 salários mínimos ,2,pessoas
Área da unidade territorial,1120.878,Km²
Eleitorado,2727,Eleitores
PIB per capita a preços correntes,13515.25,Reais
Matrícula - Ensino fundamental - 2009,531,Matrículas
Matrícula - Ensino médio - 2009,129,Matrículas
Docentes - Ensino fundamental - 2009,45,Docentes
Docentes - Ensino médio - 2009,14,Docentes
Estabelecimentos de Saúde SUS,2,estabelecimentos
Nascidos vivos -  registrados - lugar do registro,35,pessoas
Receitas orçamentárias realizadas - Correntes,917480321,Reais
Despesas orçamentárias empenhadas - Correntes,766164648,Reais
Valor do Fundo de Participação dos Municípios  - FPM,399198693,Reais
Número de unidades locais,44,Unidades
Pessoal ocupado total,250,Pessoas
Fonte:IBGE - Instituto Brasileiro de Geografia e Estatística

