SETE DE SETEMBRO  código:432057

Descrição,Valor,Unidade
Total de endereços urbanos,260,endereços
Total de endereços rurais,611,endereços
Total de estabelecimentos de ensino,5,estabelecimentos
Total de estabelecimentos de saúde,4,estabelecimentos
Domicílios particulares permanentes,702,domicílios
Domicílios particulares permanentes - abastecimento de água - Rede geral,669,domicílios
Domicílios particulares permanentes - energia elétrica - Tinham,694,domicílios
População residente ,2124,pessoas
População residente - Homens,1082,pessoas
População residente - Mulheres,1042,pessoas
População residente alfabetizada,1899,pessoas
População residente - cor ou raça - Branca,1823,pessoas
População residente - cor ou raça - Preta,6,pessoas
População residente - cor ou raça - Parda,291,pessoas
População residente - classes de rendimento nominal mensal - Até 1/4 de salário mínimo ,122,pessoas
População residente - classes de rendimento nominal mensal - Mais de 30 salários mínimos ,3,pessoas
Área da unidade territorial,129.993,Km²
Eleitorado,1811,Eleitores
PIB per capita a preços correntes,11401.22,Reais
Matrícula - Ensino fundamental - 2009,277,Matrículas
Matrícula - Ensino médio - 2009,70,Matrículas
Docentes - Ensino fundamental - 2009,26,Docentes
Docentes - Ensino médio - 2009,10,Docentes
Estabelecimentos de Saúde SUS,1,estabelecimentos
Nascidos vivos -  registrados - lugar do registro,-,pessoas
Receitas orçamentárias realizadas - Correntes,662955426,Reais
Despesas orçamentárias empenhadas - Correntes,486925091,Reais
Valor do Fundo de Participação dos Municípios  - FPM,397132743,Reais
Número de unidades locais,53,Unidades
Pessoal ocupado total,182,Pessoas
Fonte:IBGE - Instituto Brasileiro de Geografia e Estatística

