UBIRETAMA  código:432234

Descrição,Valor,Unidade
Total de endereços urbanos,236,endereços
Total de endereços rurais,639,endereços
Total de estabelecimentos de ensino,5,estabelecimentos
Total de estabelecimentos de saúde,1,estabelecimentos
Domicílios particulares permanentes,726,domicílios
Domicílios particulares permanentes - abastecimento de água - Rede geral,676,domicílios
Domicílios particulares permanentes - energia elétrica - Tinham,722,domicílios
População residente ,2296,pessoas
População residente - Homens,1183,pessoas
População residente - Mulheres,1113,pessoas
População residente alfabetizada,2101,pessoas
População residente - cor ou raça - Branca,2175,pessoas
População residente - cor ou raça - Preta,15,pessoas
População residente - cor ou raça - Parda,105,pessoas
População residente - classes de rendimento nominal mensal - Até 1/4 de salário mínimo ,82,pessoas
População residente - classes de rendimento nominal mensal - Mais de 30 salários mínimos ,-,pessoas
Área da unidade territorial,126.693,Km²
Eleitorado,1968,Eleitores
PIB per capita a preços correntes,13092.29,Reais
Matrícula - Ensino fundamental - 2009,301,Matrículas
Matrícula - Ensino médio - 2009,104,Matrículas
Docentes - Ensino fundamental - 2009,29,Docentes
Docentes - Ensino médio - 2009,15,Docentes
Estabelecimentos de Saúde SUS,1,estabelecimentos
Nascidos vivos -  registrados - lugar do registro,-,pessoas
Receitas orçamentárias realizadas - Correntes,697434365,Reais
Despesas orçamentárias empenhadas - Correntes,514032828,Reais
Valor do Fundo de Participação dos Municípios  - FPM,398917553,Reais
Número de unidades locais,53,Unidades
Pessoal ocupado total,191,Pessoas
Fonte:IBGE - Instituto Brasileiro de Geografia e Estatística

