QUATRO IRMÃ£OS  código:431531

Descrição,Valor,Unidade
Total de endereços urbanos,387,endereços
Total de endereços rurais,375,endereços
Total de estabelecimentos de ensino,3,estabelecimentos
Total de estabelecimentos de saúde,2,estabelecimentos
Domicílios particulares permanentes,571,domicílios
Domicílios particulares permanentes - abastecimento de água - Rede geral,330,domicílios
Domicílios particulares permanentes - energia elétrica - Tinham,559,domicílios
População residente ,1775,pessoas
População residente - Homens,890,pessoas
População residente - Mulheres,885,pessoas
População residente alfabetizada,1483,pessoas
População residente - cor ou raça - Branca,1361,pessoas
População residente - cor ou raça - Preta,36,pessoas
População residente - cor ou raça - Parda,376,pessoas
População residente - classes de rendimento nominal mensal - Até 1/4 de salário mínimo ,57,pessoas
População residente - classes de rendimento nominal mensal - Mais de 30 salários mínimos ,1,pessoas
Área da unidade territorial,267.987,Km²
Eleitorado,1412,Eleitores
PIB per capita a preços correntes,22469.79,Reais
Matrícula - Ensino fundamental - 2009,264,Matrículas
Matrícula - Ensino médio - 2009,59,Matrículas
Docentes - Ensino fundamental - 2009,24,Docentes
Docentes - Ensino médio - 2009,9,Docentes
Estabelecimentos de Saúde SUS,2,estabelecimentos
Nascidos vivos -  registrados - lugar do registro,-,pessoas
Receitas orçamentárias realizadas - Correntes,730366196,Reais
Despesas orçamentárias empenhadas - Correntes,550803970,Reais
Valor do Fundo de Participação dos Municípios  - FPM,398917557,Reais
Número de unidades locais,47,Unidades
Pessoal ocupado total,183,Pessoas
Fonte:IBGE - Instituto Brasileiro de Geografia e Estatística

