LIBERATO SALZANO  código:431160

Descrição,Valor,Unidade
Total de endereços urbanos,705,endereços
Total de endereços rurais,1697,endereços
Total de estabelecimentos de ensino,9,estabelecimentos
Total de estabelecimentos de saúde,4,estabelecimentos
Domicílios particulares permanentes,1827,domicílios
Domicílios particulares permanentes - abastecimento de água - Rede geral,1603,domicílios
Domicílios particulares permanentes - energia elétrica - Tinham,1807,domicílios
População residente ,5780,pessoas
População residente - Homens,2949,pessoas
População residente - Mulheres,2831,pessoas
População residente alfabetizada,4794,pessoas
População residente - cor ou raça - Branca,4115,pessoas
População residente - cor ou raça - Preta,203,pessoas
População residente - cor ou raça - Parda,1033,pessoas
População residente - classes de rendimento nominal mensal - Até 1/4 de salário mínimo ,286,pessoas
População residente - classes de rendimento nominal mensal - Mais de 30 salários mínimos ,1,pessoas
Área da unidade territorial,245.628,Km²
Eleitorado,4546,Eleitores
PIB per capita a preços correntes,9605.42,Reais
Matrícula - Ensino fundamental - 2009,862,Matrículas
Matrícula - Ensino médio - 2009,226,Matrículas
Docentes - Ensino fundamental - 2009,75,Docentes
Docentes - Ensino médio - 2009,14,Docentes
Estabelecimentos de Saúde SUS,4,estabelecimentos
Nascidos vivos -  registrados - lugar do registro,100,pessoas
Receitas orçamentárias realizadas - Correntes,985846674,Reais
Despesas orçamentárias empenhadas - Correntes,744434751,Reais
Valor do Fundo de Participação dos Municípios  - FPM,398917556,Reais
Número de unidades locais,164,Unidades
Pessoal ocupado total,559,Pessoas
Fonte:IBGE - Instituto Brasileiro de Geografia e Estatística

