IBARAMA  código:430975

Descrição,Valor,Unidade
Total de endereços urbanos,529,endereços
Total de endereços rurais,1177,endereços
Total de estabelecimentos de ensino,19,estabelecimentos
Total de estabelecimentos de saúde,3,estabelecimentos
Domicílios particulares permanentes,1372,domicílios
Domicílios particulares permanentes - abastecimento de água - Rede geral,716,domicílios
Domicílios particulares permanentes - energia elétrica - Tinham,1366,domicílios
População residente ,4371,pessoas
População residente - Homens,2230,pessoas
População residente - Mulheres,2141,pessoas
População residente alfabetizada,3736,pessoas
População residente - cor ou raça - Branca,4089,pessoas
População residente - cor ou raça - Preta,49,pessoas
População residente - cor ou raça - Parda,224,pessoas
População residente - classes de rendimento nominal mensal - Até 1/4 de salário mínimo ,244,pessoas
População residente - classes de rendimento nominal mensal - Mais de 30 salários mínimos ,-,pessoas
Área da unidade territorial,193.110,Km²
Eleitorado,3334,Eleitores
PIB per capita a preços correntes,12477.41,Reais
Matrícula - Ensino fundamental - 2009,737,Matrículas
Matrícula - Ensino médio - 2009,143,Matrículas
Docentes - Ensino fundamental - 2009,69,Docentes
Docentes - Ensino médio - 2009,15,Docentes
Estabelecimentos de Saúde SUS,2,estabelecimentos
Nascidos vivos -  registrados - lugar do registro,51,pessoas
Receitas orçamentárias realizadas - Correntes,933884225,Reais
Despesas orçamentárias empenhadas - Correntes,739278388,Reais
Valor do Fundo de Participação dos Municípios  - FPM,398917557,Reais
Número de unidades locais,124,Unidades
Pessoal ocupado total,350,Pessoas
Fonte:IBGE - Instituto Brasileiro de Geografia e Estatística

