ALEGRIA  código:430045

Descrição,Valor,Unidade
Total de endereços urbanos,762,endereços
Total de endereços rurais,1154,endereços
Total de estabelecimentos de ensino,14,estabelecimentos
Total de estabelecimentos de saúde,5,estabelecimentos
Domicílios particulares permanentes,1491,domicílios
Domicílios particulares permanentes - abastecimento de água - Rede geral,1152,domicílios
Domicílios particulares permanentes - energia elétrica - Tinham,1479,domicílios
População residente ,4301,pessoas
População residente - Homens,2149,pessoas
População residente - Mulheres,2152,pessoas
População residente alfabetizada,3694,pessoas
População residente - cor ou raça - Branca,3557,pessoas
População residente - cor ou raça - Preta,65,pessoas
População residente - cor ou raça - Parda,666,pessoas
População residente - classes de rendimento nominal mensal - Até 1/4 de salário mínimo ,230,pessoas
População residente - classes de rendimento nominal mensal - Mais de 30 salários mínimos ,17,pessoas
Área da unidade territorial,172.688,Km²
Eleitorado,3714,Eleitores
PIB per capita a preços correntes,9515.31,Reais
Matrícula - Ensino fundamental - 2009,559,Matrículas
Matrícula - Ensino médio - 2009,220,Matrículas
Docentes - Ensino fundamental - 2009,38,Docentes
Docentes - Ensino médio - 2009,18,Docentes
Estabelecimentos de Saúde SUS,3,estabelecimentos
Nascidos vivos -  registrados - lugar do registro,20,pessoas
Receitas orçamentárias realizadas - Correntes,892700732,Reais
Despesas orçamentárias empenhadas - Correntes,691970320,Reais
Valor do Fundo de Participação dos Municípios  - FPM,398917557,Reais
Número de unidades locais,121,Unidades
Pessoal ocupado total,436,Pessoas
Fonte:IBGE - Instituto Brasileiro de Geografia e Estatística

