BENJAMIN CONSTANT DO SUL  código:430205

Descrição,Valor,Unidade
Total de endereços urbanos,180,endereços
Total de endereços rurais,574,endereços
Total de estabelecimentos de ensino,7,estabelecimentos
Total de estabelecimentos de saúde,3,estabelecimentos
Domicílios particulares permanentes,621,domicílios
Domicílios particulares permanentes - abastecimento de água - Rede geral,343,domicílios
Domicílios particulares permanentes - energia elétrica - Tinham,615,domicílios
População residente ,2307,pessoas
População residente - Homens,1195,pessoas
População residente - Mulheres,1112,pessoas
População residente alfabetizada,1882,pessoas
População residente - cor ou raça - Branca,1158,pessoas
População residente - cor ou raça - Preta,43,pessoas
População residente - cor ou raça - Parda,47,pessoas
População residente - classes de rendimento nominal mensal - Até 1/4 de salário mínimo ,142,pessoas
População residente - classes de rendimento nominal mensal - Mais de 30 salários mínimos ,-,pessoas
Área da unidade territorial,132.396,Km²
Eleitorado,1865,Eleitores
PIB per capita a preços correntes,8104.78,Reais
Matrícula - Ensino fundamental - 2009,536,Matrículas
Matrícula - Ensino médio - 2009,103,Matrículas
Docentes - Ensino fundamental - 2009,33,Docentes
Docentes - Ensino médio - 2009,10,Docentes
Estabelecimentos de Saúde SUS,2,estabelecimentos
Nascidos vivos -  registrados - lugar do registro,-,pessoas
Receitas orçamentárias realizadas - Correntes,658455861,Reais
Despesas orçamentárias empenhadas - Correntes,495594533,Reais
Valor do Fundo de Participação dos Municípios  - FPM,398917557,Reais
Número de unidades locais,34,Unidades
Pessoal ocupado total,153,Pessoas
Fonte:IBGE - Instituto Brasileiro de Geografia e Estatística

