PINHEIRO MACHADO  código:431450

Descrição,Valor,Unidade
Total de endereços urbanos,4553,endereços
Total de endereços rurais,1887,endereços
Total de estabelecimentos de ensino,12,estabelecimentos
Total de estabelecimentos de saúde,8,estabelecimentos
Domicílios particulares permanentes,4725,domicílios
Domicílios particulares permanentes - abastecimento de água - Rede geral,3691,domicílios
Domicílios particulares permanentes - energia elétrica - Tinham,4679,domicílios
População residente ,12780,pessoas
População residente - Homens,6381,pessoas
População residente - Mulheres,6399,pessoas
População residente alfabetizada,10793,pessoas
População residente - cor ou raça - Branca,9487,pessoas
População residente - cor ou raça - Preta,1738,pessoas
População residente - cor ou raça - Parda,1523,pessoas
População residente - classes de rendimento nominal mensal - Até 1/4 de salário mínimo ,360,pessoas
População residente - classes de rendimento nominal mensal - Mais de 30 salários mínimos ,4,pessoas
Área da unidade territorial,2249.566,Km²
Eleitorado,10702,Eleitores
PIB per capita a preços correntes,12007.45,Reais
Matrícula - Ensino fundamental - 2009,1934,Matrículas
Matrícula - Ensino médio - 2009,380,Matrículas
Docentes - Ensino fundamental - 2009,136,Docentes
Docentes - Ensino médio - 2009,22,Docentes
Estabelecimentos de Saúde SUS,9,estabelecimentos
Nascidos vivos -  registrados - lugar do registro,149,pessoas
Receitas orçamentárias realizadas - Correntes,2155021411,Reais
Despesas orçamentárias empenhadas - Correntes,2054762093,Reais
Valor do Fundo de Participação dos Municípios  - FPM,533071692,Reais
Número de unidades locais,374,Unidades
Pessoal ocupado total,1821,Pessoas
Fonte:IBGE - Instituto Brasileiro de Geografia e Estatística

