PEJUÃ§ARA  código:431430

Descrição,Valor,Unidade
Total de endereços urbanos,1214,endereços
Total de endereços rurais,561,endereços
Total de estabelecimentos de ensino,3,estabelecimentos
Total de estabelecimentos de saúde,3,estabelecimentos
Domicílios particulares permanentes,1266,domicílios
Domicílios particulares permanentes - abastecimento de água - Rede geral,887,domicílios
Domicílios particulares permanentes - energia elétrica - Tinham,1263,domicílios
População residente ,3973,pessoas
População residente - Homens,2008,pessoas
População residente - Mulheres,1965,pessoas
População residente alfabetizada,3584,pessoas
População residente - cor ou raça - Branca,3410,pessoas
População residente - cor ou raça - Preta,56,pessoas
População residente - cor ou raça - Parda,501,pessoas
População residente - classes de rendimento nominal mensal - Até 1/4 de salário mínimo ,60,pessoas
População residente - classes de rendimento nominal mensal - Mais de 30 salários mínimos ,6,pessoas
Área da unidade territorial,414.240,Km²
Eleitorado,2929,Eleitores
PIB per capita a preços correntes,27055.96,Reais
Matrícula - Ensino fundamental - 2009,542,Matrículas
Matrícula - Ensino médio - 2009,170,Matrículas
Docentes - Ensino fundamental - 2009,52,Docentes
Docentes - Ensino médio - 2009,19,Docentes
Estabelecimentos de Saúde SUS,4,estabelecimentos
Nascidos vivos -  registrados - lugar do registro,44,pessoas
Receitas orçamentárias realizadas - Correntes,1098079775,Reais
Despesas orçamentárias empenhadas - Correntes,855928161,Reais
Valor do Fundo de Participação dos Municípios  - FPM,398936032,Reais
Número de unidades locais,188,Unidades
Pessoal ocupado total,706,Pessoas
Fonte:IBGE - Instituto Brasileiro de Geografia e Estatística

