SÃ£O JOSÃ© DO SUL  código:431861

Descrição,Valor,Unidade
Total de endereços urbanos,377,endereços
Total de endereços rurais,590,endereços
Total de estabelecimentos de ensino,7,estabelecimentos
Total de estabelecimentos de saúde,5,estabelecimentos
Domicílios particulares permanentes,699,domicílios
Domicílios particulares permanentes - abastecimento de água - Rede geral,479,domicílios
Domicílios particulares permanentes - energia elétrica - Tinham,699,domicílios
População residente ,2082,pessoas
População residente - Homens,1052,pessoas
População residente - Mulheres,1030,pessoas
População residente alfabetizada,1908,pessoas
População residente - cor ou raça - Branca,2034,pessoas
População residente - cor ou raça - Preta,8,pessoas
População residente - cor ou raça - Parda,37,pessoas
População residente - classes de rendimento nominal mensal - Até 1/4 de salário mínimo ,9,pessoas
População residente - classes de rendimento nominal mensal - Mais de 30 salários mínimos ,2,pessoas
Área da unidade territorial,59.034,Km²
Eleitorado,1629,Eleitores
PIB per capita a preços correntes,11881.07,Reais
Matrícula - Ensino fundamental - 2009,246,Matrículas
Matrícula - Ensino médio - 2009,44,Matrículas
Docentes - Ensino fundamental - 2009,22,Docentes
Docentes - Ensino médio - 2009,6,Docentes
Estabelecimentos de Saúde SUS,2,estabelecimentos
Nascidos vivos -  registrados - lugar do registro,-,pessoas
Receitas orçamentárias realizadas - Correntes,768303444,Reais
Despesas orçamentárias empenhadas - Correntes,504752686,Reais
Valor do Fundo de Participação dos Municípios  - FPM,398917557,Reais
Número de unidades locais,70,Unidades
Pessoal ocupado total,342,Pessoas
Fonte:IBGE - Instituto Brasileiro de Geografia e Estatística

