TRINDADE DO SUL  código:432195

Descrição,Valor,Unidade
Total de endereços urbanos,1384,endereços
Total de endereços rurais,1174,endereços
Total de estabelecimentos de ensino,11,estabelecimentos
Total de estabelecimentos de saúde,12,estabelecimentos
Domicílios particulares permanentes,1954,domicílios
Domicílios particulares permanentes - abastecimento de água - Rede geral,1534,domicílios
Domicílios particulares permanentes - energia elétrica - Tinham,1933,domicílios
População residente ,5787,pessoas
População residente - Homens,2884,pessoas
População residente - Mulheres,2903,pessoas
População residente alfabetizada,4837,pessoas
População residente - cor ou raça - Branca,4234,pessoas
População residente - cor ou raça - Preta,279,pessoas
População residente - cor ou raça - Parda,1201,pessoas
População residente - classes de rendimento nominal mensal - Até 1/4 de salário mínimo ,330,pessoas
População residente - classes de rendimento nominal mensal - Mais de 30 salários mínimos ,2,pessoas
Área da unidade territorial,268.418,Km²
Eleitorado,4407,Eleitores
PIB per capita a preços correntes,12069.70,Reais
Matrícula - Ensino fundamental - 2009,925,Matrículas
Matrícula - Ensino médio - 2009,237,Matrículas
Docentes - Ensino fundamental - 2009,89,Docentes
Docentes - Ensino médio - 2009,21,Docentes
Estabelecimentos de Saúde SUS,3,estabelecimentos
Nascidos vivos -  registrados - lugar do registro,93,pessoas
Receitas orçamentárias realizadas - Correntes,1002058455,Reais
Despesas orçamentárias empenhadas - Correntes,747443692,Reais
Valor do Fundo de Participação dos Municípios  - FPM,398917557,Reais
Número de unidades locais,184,Unidades
Pessoal ocupado total,588,Pessoas
Fonte:IBGE - Instituto Brasileiro de Geografia e Estatística

