SALVADOR DO SUL  código:431650

Descrição,Valor,Unidade
Total de endereços urbanos,1823,endereços
Total de endereços rurais,1123,endereços
Total de estabelecimentos de ensino,11,estabelecimentos
Total de estabelecimentos de saúde,13,estabelecimentos
Domicílios particulares permanentes,2186,domicílios
Domicílios particulares permanentes - abastecimento de água - Rede geral,1870,domicílios
Domicílios particulares permanentes - energia elétrica - Tinham,2186,domicílios
População residente ,6747,pessoas
População residente - Homens,3412,pessoas
População residente - Mulheres,3335,pessoas
População residente alfabetizada,6186,pessoas
População residente - cor ou raça - Branca,6324,pessoas
População residente - cor ou raça - Preta,95,pessoas
População residente - cor ou raça - Parda,323,pessoas
População residente - classes de rendimento nominal mensal - Até 1/4 de salário mínimo ,51,pessoas
População residente - classes de rendimento nominal mensal - Mais de 30 salários mínimos ,3,pessoas
Área da unidade territorial,99.825,Km²
Eleitorado,4839,Eleitores
PIB per capita a preços correntes,20313.50,Reais
Matrícula - Ensino fundamental - 2009,992,Matrículas
Matrícula - Ensino médio - 2009,332,Matrículas
Docentes - Ensino fundamental - 2009,68,Docentes
Docentes - Ensino médio - 2009,22,Docentes
Estabelecimentos de Saúde SUS,2,estabelecimentos
Nascidos vivos -  registrados - lugar do registro,104,pessoas
Receitas orçamentárias realizadas - Correntes,1404995367,Reais
Despesas orçamentárias empenhadas - Correntes,1102820532,Reais
Valor do Fundo de Participação dos Municípios  - FPM,398842620,Reais
Número de unidades locais,328,Unidades
Pessoal ocupado total,2787,Pessoas
Fonte:IBGE - Instituto Brasileiro de Geografia e Estatística

