PAIM FILHO  código:431360

Descrição,Valor,Unidade
Total de endereços urbanos,1008,endereços
Total de endereços rurais,771,endereços
Total de estabelecimentos de ensino,5,estabelecimentos
Total de estabelecimentos de saúde,7,estabelecimentos
Domicílios particulares permanentes,1364,domicílios
Domicílios particulares permanentes - abastecimento de água - Rede geral,1150,domicílios
Domicílios particulares permanentes - energia elétrica - Tinham,1353,domicílios
População residente ,4243,pessoas
População residente - Homens,2111,pessoas
População residente - Mulheres,2132,pessoas
População residente alfabetizada,3703,pessoas
População residente - cor ou raça - Branca,3560,pessoas
População residente - cor ou raça - Preta,189,pessoas
População residente - cor ou raça - Parda,485,pessoas
População residente - classes de rendimento nominal mensal - Até 1/4 de salário mínimo ,124,pessoas
População residente - classes de rendimento nominal mensal - Mais de 30 salários mínimos ,2,pessoas
Área da unidade territorial,182.180,Km²
Eleitorado,3689,Eleitores
PIB per capita a preços correntes,11863.70,Reais
Matrícula - Ensino fundamental - 2009,615,Matrículas
Matrícula - Ensino médio - 2009,170,Matrículas
Docentes - Ensino fundamental - 2009,40,Docentes
Docentes - Ensino médio - 2009,15,Docentes
Estabelecimentos de Saúde SUS,3,estabelecimentos
Nascidos vivos -  registrados - lugar do registro,29,pessoas
Receitas orçamentárias realizadas - Correntes,869929696,Reais
Despesas orçamentárias empenhadas - Correntes,700855596,Reais
Valor do Fundo de Participação dos Municípios  - FPM,398917557,Reais
Número de unidades locais,125,Unidades
Pessoal ocupado total,556,Pessoas
Fonte:IBGE - Instituto Brasileiro de Geografia e Estatística

