SÃ£O JOSÃ© DO HORTÃªNCIO  código:431848

Descrição,Valor,Unidade
Total de endereços urbanos,1102,endereços
Total de endereços rurais,620,endereços
Total de estabelecimentos de ensino,9,estabelecimentos
Total de estabelecimentos de saúde,3,estabelecimentos
Domicílios particulares permanentes,1352,domicílios
Domicílios particulares permanentes - abastecimento de água - Rede geral,1212,domicílios
Domicílios particulares permanentes - energia elétrica - Tinham,1352,domicílios
População residente ,4094,pessoas
População residente - Homens,2088,pessoas
População residente - Mulheres,2006,pessoas
População residente alfabetizada,3713,pessoas
População residente - cor ou raça - Branca,4000,pessoas
População residente - cor ou raça - Preta,15,pessoas
População residente - cor ou raça - Parda,76,pessoas
População residente - classes de rendimento nominal mensal - Até 1/4 de salário mínimo ,14,pessoas
População residente - classes de rendimento nominal mensal - Mais de 30 salários mínimos ,-,pessoas
Área da unidade territorial,64.113,Km²
Eleitorado,3020,Eleitores
PIB per capita a preços correntes,13945.44,Reais
Matrícula - Ensino fundamental - 2009,500,Matrículas
Matrícula - Ensino médio - 2009,139,Matrículas
Docentes - Ensino fundamental - 2009,39,Docentes
Docentes - Ensino médio - 2009,14,Docentes
Estabelecimentos de Saúde SUS,1,estabelecimentos
Nascidos vivos -  registrados - lugar do registro,-,pessoas
Receitas orçamentárias realizadas - Correntes,985414887,Reais
Despesas orçamentárias empenhadas - Correntes,612188084,Reais
Valor do Fundo de Participação dos Municípios  - FPM,396797313,Reais
Número de unidades locais,146,Unidades
Pessoal ocupado total,1123,Pessoas
Fonte:IBGE - Instituto Brasileiro de Geografia e Estatística

