SANTA ROSA  código:431720

Descrição,Valor,Unidade
Total de endereços urbanos,24673,endereços
Total de endereços rurais,3273,endereços
Total de estabelecimentos de ensino,60,estabelecimentos
Total de estabelecimentos de saúde,106,estabelecimentos
Domicílios particulares permanentes,23356,domicílios
Domicílios particulares permanentes - abastecimento de água - Rede geral,21754,domicílios
Domicílios particulares permanentes - energia elétrica - Tinham,23320,domicílios
População residente ,68587,pessoas
População residente - Homens,33483,pessoas
População residente - Mulheres,35104,pessoas
População residente alfabetizada,61484,pessoas
População residente - cor ou raça - Branca,58724,pessoas
População residente - cor ou raça - Preta,978,pessoas
População residente - cor ou raça - Parda,8670,pessoas
População residente - classes de rendimento nominal mensal - Até 1/4 de salário mínimo ,763,pessoas
População residente - classes de rendimento nominal mensal - Mais de 30 salários mínimos ,49,pessoas
Área da unidade territorial,489.800,Km²
Eleitorado,48152,Eleitores
PIB per capita a preços correntes,19375.70,Reais
Matrícula - Ensino fundamental - 2009,9455,Matrículas
Matrícula - Ensino médio - 2009,3340,Matrículas
Docentes - Ensino fundamental - 2009,577,Docentes
Docentes - Ensino médio - 2009,241,Docentes
Estabelecimentos de Saúde SUS,38,estabelecimentos
Nascidos vivos -  registrados - lugar do registro,899,pessoas
Receitas orçamentárias realizadas - Correntes,10693806008,Reais
Despesas orçamentárias empenhadas - Correntes,8907393190,Reais
Valor do Fundo de Participação dos Municípios  - FPM,1595670242,Reais
Número de unidades locais,3129,Unidades
Pessoal ocupado total,20599,Pessoas
Fonte:IBGE - Instituto Brasileiro de Geografia e Estatística

