VICTOR GRAEFF  código:432320

Descrição,Valor,Unidade
Total de endereços urbanos,669,endereços
Total de endereços rurais,770,endereços
Total de estabelecimentos de ensino,9,estabelecimentos
Total de estabelecimentos de saúde,10,estabelecimentos
Domicílios particulares permanentes,1041,domicílios
Domicílios particulares permanentes - abastecimento de água - Rede geral,938,domicílios
Domicílios particulares permanentes - energia elétrica - Tinham,1041,domicílios
População residente ,3036,pessoas
População residente - Homens,1512,pessoas
População residente - Mulheres,1524,pessoas
População residente alfabetizada,2735,pessoas
População residente - cor ou raça - Branca,2777,pessoas
População residente - cor ou raça - Preta,8,pessoas
População residente - cor ou raça - Parda,241,pessoas
População residente - classes de rendimento nominal mensal - Até 1/4 de salário mínimo ,37,pessoas
População residente - classes de rendimento nominal mensal - Mais de 30 salários mínimos ,8,pessoas
Área da unidade territorial,238.274,Km²
Eleitorado,2634,Eleitores
PIB per capita a preços correntes,27257.52,Reais
Matrícula - Ensino fundamental - 2009,348,Matrículas
Matrícula - Ensino médio - 2009,141,Matrículas
Docentes - Ensino fundamental - 2009,37,Docentes
Docentes - Ensino médio - 2009,10,Docentes
Estabelecimentos de Saúde SUS,3,estabelecimentos
Nascidos vivos -  registrados - lugar do registro,18,pessoas
Receitas orçamentárias realizadas - Correntes,1020022240,Reais
Despesas orçamentárias empenhadas - Correntes,767123557,Reais
Valor do Fundo de Participação dos Municípios  - FPM,398832438,Reais
Número de unidades locais,186,Unidades
Pessoal ocupado total,519,Pessoas
Fonte:IBGE - Instituto Brasileiro de Geografia e Estatística

